DIFF_CMD	*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
DIFF CHANGED 4042 	_36DC5FAEAA724B6F	m0591ckhcb01	Fine Kipee Secretion	a	the	Fine Kipee Secretions		the	
DIFF SWAP 4931 4043									
DIFF CHANGED 4043 	_8A6EE0D3DA48EE9A	m0591ckhdc01	Choice Desert Kipee Secretion	a	the	Choice Desert Kipee Secretions		the	
DIFF SWAP 4932 4044									
DIFF CHANGED 4044 	_BA859991333C45D4	m0591ckhdd01	Excellent Desert Kipee Secretion	an	the	Excellent Desert Kipee Secretions		the	
DIFF SWAP 4933 4045									
DIFF CHANGED 4045 	_508F79F3464DED68	m0591ckhde01	Supreme Desert Kipee Secretion	a	the	Supreme Desert Kipee Secretions		the	
DIFF SWAP 4934 4046									
DIFF CHANGED 4046 	_0A6EE0D61A3812A6	m0591ckhfc01	Choice Forest Kipee Secretion	a	the	Choice Forest Kipee Secretions		the	
DIFF SWAP 4935 4047									
DIFF CHANGED 4047 	_3A959992F55C41DE	m0591ckhfd01	Excellent Forest Kipee Secretion	an	the	Excellent Forest Kipee Secretions		the	
DIFF SWAP 4936 4048									
DIFF CHANGED 4048 	_509F79F5C85D156A	m0591ckhfe01	Supreme Forest Kipee Secretion	a	the	Supreme Forest Kipee Secretions		the	
DIFF SWAP 4937 4049									
DIFF CHANGED 4049 	_0B6EA4C4D9171AB0	m0591ckhjc01	Choice Jungle Kipee Secretion	a	the	Choice Jungle Kipee Secretions		the	
DIFF SWAP 4939 4050									
DIFF CHANGED 4050 	_5272C111FCBA5CCB	m0591ckhld01	Excellent Lake Kipee Secretion	an	the	Excellent Lake Kipee Secretions		the	
DIFF SWAP 4941 4051									
DIFF CHANGED 4051 	_69E53EE873CB652C	m0591ckhpc01	Choice Prime Root Kipee Secretion	a	the	Choice Prime Root Kipee Secretions		the	
DIFF SWAP 4942 4052									
DIFF CHANGED 4052 	_8ED362A4454A7A42	m0591ckhpd01	Excellent Prime Root Kipee Secretion	an	the	Excellent Prime Root Kipee Secretions		the	
DIFF SWAP 4943 4053									
DIFF CHANGED 4053 	_B596EC7A09B00BA3	m0591ckhpe01	Supreme Prime Root Kipee Secretion	a	the	Supreme Prime Root Kipee Secretions		the	
DIFF SWAP 4944 4054									
DIFF CHANGED 4054 	_1D27F5B20EA03F91	m0592ckhca01	Fragment of Basic Kipee Tail	a	the	Fragments of Basic Kipee Tail		the	
DIFF SWAP 4945 4055									
DIFF CHANGED 4055 	_00A941D40BC6F92C	m0592ckhcb01	Fragment of Fine Kipee Tail	a	the	Fragments of Fine Kipee Tail		the	
DIFF SWAP 4946 4056									
DIFF CHANGED 4056 	_11E37F5D27F8A577	m0592ckhdc01	Fragment of Choice Desert Kipee Tail	a	the	Fragments of Choice Desert Kipee Tail		the	
DIFF SWAP 4947 4057									
DIFF CHANGED 4057 	_0D6DCBB620247BEF	m0592ckhdd01	Fragment of Excellent Desert Kipee Tail	a	the	Fragments of Excellent Desert Kipee Tail		the	
DIFF SWAP 4948 4058									
DIFF CHANGED 4058 	_A942215DEF485818	m0592ckhde01	Fragment of Supreme Desert Kipee Tail	a	the	Fragments of Supreme Desert Kipee Tail		the	
DIFF SWAP 4949 4059									
DIFF CHANGED 4059 	_51D3A36BA7F8A578	m0592ckhfc01	Fragment of Choice Forest Kipee Tail	a	the	Fragments of Choice Forest Kipee Tail		the	
DIFF SWAP 4950 4060									
DIFF CHANGED 4060 	_8F9DCBB7A2547BEE	m0592ckhfd01	Fragment of Excellent Forest Kipee Tail	a	the	Fragments of Excellent Forest Kipee Tail		the	
DIFF SWAP 4951 4061									
DIFF CHANGED 4061 	_2B524961EF585818	m0592ckhfe01	Fragment of Supreme Forest Kipee Tail	a	the	Fragments of Supreme Forest Kipee Tail		the	
DIFF SWAP 4952 4062									
DIFF CHANGED 4062 	_10B2AB79A8F86962	m0592ckhjc01	Fragment of Choice Jungle Kipee Tail	a	the	Fragments of Choice Jungle Kipee Tail		the	
DIFF REMOVED 4063 	_0000000000000000	m0498chwje01	Fragment of Supreme Jungle Arana Eye	a	the	Fragments of Supreme Jungle Arana Eye		the	
DIFF REMOVED 4063 	_0000000000000000	m0498chwle01	Fragment of Supreme Lakes Arana Eye	a	the	Fragments of Supreme Lakes Arana Eye		the	
DIFF REMOVED 4063 	_0000000000000000	m0498chwpe01	Fragment of Supreme Prime Root Arana Eye	a	the	Fragments of Supreme Prime Root Arana Eye		the	
DIFF SWAP 4951 4063									
DIFF CHANGED 4063 	_D5204D877E47D4E4	m0592ckhld01	Fragment of Excellent Lake Kipee Tail	a	the	Fragments of Excellent Lake Kipee Tail		the	
DIFF SWAP 4953 4064									
DIFF CHANGED 4064 	_E6B51523CA20E458	m0592ckhpc01	Fragment of Choice Prime Root Kipee Tail	a	the	Fragments of Choice Prime Root Kipee Tail		the	
DIFF SWAP 4954 4065									
DIFF CHANGED 4065 	_723F3B6B511EC5D6	m0592ckhpd01	Fragment of Excellent Prime Root Kipee Tail	a	the	Fragments of Excellent Prime Root Kipee Tail		the	
DIFF SWAP 4955 4066									
DIFF CHANGED 4066 	_A922E0AF17D22A88	m0592ckhpe01	Fragment of Supreme Prime Root Kipee Tail	a	the	Fragments of Supreme Prime Root Kipee Tail		the	
DIFF SWAP 4956 4067									
DIFF CHANGED 4067 	_B5DE2A5D43DA113E	m0593ckjca01	Fragment of Basic Kipesta Mandible	a	the	Fragments of Basic Kipesta Mandible		the	
DIFF REMOVED 4068 	_0000000000000000	m0499chwje01	Supreme Jungle Arana Nail	a	the	Supreme Jungle Arana Nails		the	
DIFF REMOVED 4068 	_0000000000000000	m0499chwle01	Supreme Lakes Arana Nail	a	the	Supreme Lakes Arana Nails		the	
DIFF REMOVED 4068 	_0000000000000000	m0499chwpe01	Supreme Prime Root Arana Nail	a	the	Supreme Prime Root Arana Nails		the	
DIFF SWAP 4954 4068									
DIFF CHANGED 4068 	_F812A669777B3E3D	m0593ckjcb01	Fragment of Fine Kipesta Mandible	a	the	Fragments of Fine Kipesta Mandible		the	
DIFF SWAP 4955 4069									
DIFF CHANGED 4069 	_6E1AA03EED202617	m0593ckjdc01	Fragment of Choice Desert Kipesta Mandible	a	the	Fragments of Choice Desert Kipesta Mandible		the	
DIFF SWAP 4956 4070									
DIFF CHANGED 4070 	_7A8DA141AD6ECD85	m0593ckjde01	Fragment of Supreme Desert Kipesta Mandible	a	the	Fragments of Supreme Desert Kipesta Mandible		the	
DIFF SWAP 4957 4071									
DIFF CHANGED 4071 	_BF14231983DE12F4	m0593ckjfd01	Fragment of Excellent Forest Kipesta Mandible	a	the	Fragments of Excellent Forest Kipesta Mandible		the	
DIFF SWAP 4959 4072									
DIFF CHANGED 4072 	_29D9944F72802608	m0593ckjjc01	Fragment of Choice Jungle Kipesta Mandible	a	the	Fragments of Choice Jungle Kipesta Mandible		the	
DIFF REMOVED 4073 	_0000000000000000	m0500chwje01	Fragment of Supreme Jungle Arana Pelvis	a	the	Fragments of Supreme Jungle Arana Pelvis		the	
DIFF REMOVED 4073 	_0000000000000000	m0500chwle01	Fragment of Supreme Lakes Arana Pelvis	a	the	Fragments of Supreme Lakes Arana Pelvis		the	
DIFF REMOVED 4073 	_0000000000000000	m0500chwpe01	Fragment of Supreme Prime Root Arana Pelvis	a	the	Fragments of Supreme Prime Root Arana Pelvis		the	
DIFF SWAP 4958 4073									
DIFF CHANGED 4073 	_04F8938D1D363C97	m0593ckjlc01	Fragment of Choice Lake Kipesta Mandible	a	the	Fragments of Choice Lake Kipesta Mandible		the	
DIFF SWAP 4959 4074									
DIFF CHANGED 4074 	_EF3F3038DA667307	m0593ckjle01	Fragment of Supreme Lake Kipesta Mandible	a	the	Fragments of Supreme Lake Kipesta Mandible		the	
DIFF SWAP 4960 4075									
DIFF CHANGED 4075 	_8EE6A290B3B02246	m0593ckjpc01	Fragment of Choice Prime Root Kipesta Mandible	a	the	Fragments of Choice Prime Root Kipesta Mandible		the	
DIFF SWAP 4961 4076									
DIFF CHANGED 4076 	_27B9C1EFC183DDDC	m0593ckjpd01	Fragment of Excellent Prime Root Kipesta Mandible	a	the	Fragments of Excellent Prime Root Kipesta Mandible		the	
DIFF SWAP 4962 4077									
DIFF CHANGED 4077 	_A72615C03ADDC1EE	m0593ckjpe01	Fragment of Supreme Prime Root Kipesta Mandible	a	the	Fragments of Supreme Prime Root Kipesta Mandible		the	
DIFF REMOVED 4078 	_0000000000000000	m0501chwje01	Supreme Jungle Arana Tooth	a	the	Supreme Jungle Arana Teeth		the	
DIFF REMOVED 4078 	_0000000000000000	m0501chwle01	Supreme Lakes Arana Tooth	a	the	Supreme Lakes Arana Teeth		the	
DIFF REMOVED 4078 	_0000000000000000	m0501chwpe01	Supreme Prime Root Arana Tooth	a	the	Supreme Prime Root Arana Teeth		the	
DIFF SWAP 4960 4078									
DIFF CHANGED 4078 	_60E58416F39C4052	m0594ckjca01	Fragment of Basic Kipesta Sting	a	the	Fragments of Basic Kipesta Sting		the	
DIFF SWAP 4961 4079									
DIFF CHANGED 4079 	_63F499C4FE9C4EF3	m0594ckjcb01	Fragment of Fine Kipesta Sting	a	the	Fragments of Fine Kipesta Sting		the	
DIFF REMOVED 4080 	_0000000000000000	m0502chade01	Fragment of Supreme Desert Arma Eye	a	the	Fragments of Supreme Desert Arma Eye		the	
DIFF SWAP 4961 4080									
DIFF CHANGED 4080 	_0DFC0AF1A0B3BE2C	m0594ckjdc01	Fragment of Choice Desert Kipesta Sting	a	the	Fragments of Choice Desert Kipesta Sting		the	
DIFF REMOVED 4081 	_0000000000000000	m0502chafe01	Fragment of Supreme Forest Arma Eye	a	the	Fragments of Supreme Forest Arma Eye		the	
DIFF SWAP 4961 4081									
DIFF CHANGED 4081 	_957B031C8B425891	m0594ckjde01	Fragment of Supreme Desert Kipesta Sting	a	the	Fragments of Supreme Desert Kipesta Sting		the	
DIFF SWAP 4962 4082									
DIFF CHANGED 4082 	_B0374345D8BDFDC6	m0594ckjfd01	Fragment of Excellent Forest Kipesta Sting	a	the	Fragments of Excellent Forest Kipesta Sting		the	
DIFF REMOVED 4083 	_0000000000000000	m0502chaje01	Fragment of Supreme Jungle Arma Eye	a	the	Fragments of Supreme Jungle Arma Eye		the	
DIFF SWAP 4963 4083									
DIFF CHANGED 4083 	_0D1CF6F8A0D3AA2D	m0594ckjjc01	Fragment of Choice Jungle Kipesta Sting	a	the	Fragments of Choice Jungle Kipesta Sting		the	
DIFF SWAP 4965 4084									
DIFF CHANGED 4084 	_04323A8A85193E11	m0594ckjlc01	Fragment of Choice Lake Kipesta Sting	a	the	Fragments of Choice Lake Kipesta Sting		the	
DIFF SWAP 4966 4085									
DIFF CHANGED 4085 	_55CDEF935F19B8C5	m0594ckjle01	Fragment of Supreme Lake Kipesta Sting	a	the	Fragments of Supreme Lake Kipesta Sting		the	
DIFF SWAP 4967 4086									
DIFF CHANGED 4086 	_78435D9F6B58ADE4	m0594ckjpc01	Fragment of Choice Prime Root Kipesta Sting	a	the	Fragments of Choice Prime Root Kipesta Sting		the	
DIFF SWAP 4968 4087									
DIFF CHANGED 4087 	_8D27446F16B68666	m0594ckjpd01	Fragment of Excellent Prime Root Kipesta Sting	a	the	Fragments of Excellent Prime Root Kipesta Sting		the	
DIFF SWAP 4969 4088									
DIFF CHANGED 4088 	_A9AA3127666A9777	m0594ckjpe01	Fragment of Supreme Prime Root Kipesta Sting	a	the	Fragments of Supreme Prime Root Kipesta Sting		the	
DIFF SWAP 4970 4089									
DIFF CHANGED 4089 	_AA4459685A29E467	m0595ckjca01	Fragment of Basic Kipesta Tail	a	the	Fragments of Basic Kipesta Tail		the	
DIFF REMOVED 4090 	_0000000000000000	m0503chade01	Fragment of Supreme Desert Arma Skin	a	the	Fragments of Supreme Desert Arma Skin		the	
DIFF SWAP 4970 4090									
DIFF CHANGED 4090 	_708670EB0B0B26FE	m0595ckjcb01	Fragment of Fine Kipesta Tail	a	the	Fragments of Fine Kipesta Tail		the	
DIFF REMOVED 4091 	_0000000000000000	m0503chafe01	Fragment of Supreme Forest Arma Skin	a	the	Fragments of Supreme Forest Arma Skin		the	
DIFF SWAP 4970 4091									
DIFF CHANGED 4091 	_DF9DCA348852FE55	m0595ckjdc01	Fragment of Choice Desert Kipesta Tail	a	the	Fragments of Choice Desert Kipesta Tail		the	
DIFF SWAP 4971 4092									
DIFF CHANGED 4092 	_32CC9CE4C5834820	m0595ckjde01	Fragment of Supreme Desert Kipesta Tail	a	the	Fragments of Supreme Desert Kipesta Tail		the	
DIFF REMOVED 4093 	_0000000000000000	m0503chaje01	Fragment of Supreme Jungle Arma Skin	a	the	Fragments of Supreme Jungle Arma Skin		the	
DIFF SWAP 4971 4093									
DIFF CHANGED 4093 	_01B463854D4284CB	m0595ckjfd01	Fragment of Excellent Forest Kipesta Tail	a	the	Fragments of Excellent Forest Kipesta Tail		the	
DIFF SWAP 4973 4094									
DIFF CHANGED 4094 	_621DB64A45F10641	m0595ckjjc01	Fragment of Choice Jungle Kipesta Tail	a	the	Fragments of Choice Jungle Kipesta Tail		the	
DIFF SWAP 4975 4095									
DIFF CHANGED 4095 	_7C139768F2DF26FF	m0595ckjlc01	Fragment of Choice Lake Kipesta Tail	a	the	Fragments of Choice Lake Kipesta Tail		the	
DIFF SWAP 4976 4096									
DIFF CHANGED 4096 	_67F2B1B26EB7A4D0	m0595ckjle01	Fragment of Supreme Lake Kipesta Tail	a	the	Fragments of Supreme Lake Kipesta Tail		the	
DIFF SWAP 4977 4097									
DIFF CHANGED 4097 	_16347EBB3717484F	m0595ckjpc01	Fragment of Choice Prime Root Kipesta Tail	a	the	Fragments of Choice Prime Root Kipesta Tail		the	
DIFF SWAP 4978 4098									
DIFF CHANGED 4098 	_D02D2A8724132687	m0595ckjpd01	Fragment of Excellent Prime Root Kipesta Tail	a	the	Fragments of Excellent Prime Root Kipesta Tail		the	
DIFF SWAP 4979 4099									
DIFF CHANGED 4099 	_E01BC197D13C8B55	m0595ckjpe01	Fragment of Supreme Prime Root Kipesta Tail	a	the	Fragments of Supreme Prime Root Kipesta Tail		the	
DIFF REMOVED 4100 	_0000000000000000	m0504chade01	Fragment of Supreme Desert Arma Pelvis	a	the	Fragments of Supreme Desert Arma Pelvis		the	
DIFF SWAP 4979 4100									
DIFF CHANGED 4100 	_EBC4516D5C59E463	m0596ckjca01	Fragment of Basic Kipesta Wing	a	the	Fragments of Basic Kipesta Wing		the	
DIFF REMOVED 4101 	_0000000000000000	m0504chafe01	Fragment of Supreme Forest Arma Pelvis	a	the	Fragments of Supreme Forest Arma Pelvis		the	
DIFF SWAP 4979 4101									
DIFF CHANGED 4101 	_703684EE0C8B32FF	m0596ckjcb01	Fragment of Fine Kipesta Wing	a	the	Fragments of Fine Kipesta Wing		the	
DIFF SWAP 4980 4102									
DIFF CHANGED 4102 	_201DC2398A82FE51	m0596ckjdc01	Fragment of Choice Desert Kipesta Wing	a	the	Fragments of Choice Desert Kipesta Wing		the	
DIFF REMOVED 4103 	_0000000000000000	m0504chaje01	Fragment of Supreme Jungle Arma Pelvis	a	the	Fragments of Supreme Jungle Arma Pelvis		the	
DIFF SWAP 4980 4103									
DIFF CHANGED 4103 	_F27CB0EC85335C29	m0596ckjde01	Fragment of Supreme Desert Kipesta Wing	a	the	Fragments of Supreme Desert Kipesta Wing		the	
DIFF SWAP 4981 4104									
DIFF CHANGED 4104 	_42E4838D0D4284C7	m0596ckjfd01	Fragment of Excellent Forest Kipesta Wing	a	the	Fragments of Excellent Forest Kipesta Wing		the	
DIFF SWAP 4983 4105									
DIFF CHANGED 4105 	_A39DAE4F4721063D	m0596ckjjc01	Fragment of Choice Jungle Kipesta Wing	a	the	Fragments of Choice Jungle Kipesta Wing		the	
DIFF SWAP 4985 4106									
DIFF CHANGED 4106 	_7C139763F1AF5203	m0596ckjlc01	Fragment of Choice Lake Kipesta Wing	a	the	Fragments of Choice Lake Kipesta Wing		the	
DIFF SWAP 4986 4107									
DIFF CHANGED 4107 	_67A2C5B56F37B0D1	m0596ckjle01	Fragment of Supreme Lake Kipesta Wing	a	the	Fragments of Supreme Lake Kipesta Wing		the	
DIFF SWAP 4987 4108									
DIFF CHANGED 4108 	_59E48ABB37173450	m0596ckjpc01	Fragment of Choice Prime Root Kipesta Wing	a	the	Fragments of Choice Prime Root Kipesta Wing		the	
DIFF SWAP 4988 4109									
DIFF CHANGED 4109 	_D0DD3E8A25933288	m0596ckjpd01	Fragment of Excellent Prime Root Kipesta Wing	a	the	Fragments of Excellent Prime Root Kipesta Wing		the	
DIFF REMOVED 4110 	_0000000000000000	m0505chade01	Supreme Desert Arma Tooth	a	the	Supreme Desert Arma Teeth		the	
DIFF SWAP 4988 4110									
DIFF CHANGED 4110 	_601BC197D19CB366	m0596ckjpe01	Fragment of Supreme Prime Root Kipesta Wing	a	the	Fragments of Supreme Prime Root Kipesta Wing		the	
DIFF REMOVED 4111 	_0000000000000000	m0505chafe01	Supreme Forest Arma Tooth	a	the	Supreme Forest Arma Teeth		the	
DIFF SWAP 4988 4111									
DIFF CHANGED 4111 	_65F38160DC87A484	m0597ckeca01	Fragment of Basic Kipucka Claw	a	the	Fragments of Basic Kipucka Claw		the	
DIFF SWAP 4989 4112									
DIFF CHANGED 4112 	_6CA7101183BBE2F7	m0597ckecb01	Fragment of Fine Kipucka Claw	a	the	Fragments of Fine Kipucka Claw		the	
DIFF REMOVED 4113 	_0000000000000000	m0505chaje01	Supreme Jungle Arma Tooth	a	the	Supreme Jungle Arma Teeth		the	
DIFF SWAP 4989 4113									
DIFF CHANGED 4113 	_097E513550BD6293	m0597ckece01	Fragment of Supreme Kipucka Claw	a	the	Fragments of Supreme Kipucka Claw		the	
DIFF SWAP 4990 4114									
DIFF CHANGED 4114 	_9A4CF22C0AB0BE72	m0597ckedc01	Fragment of Choice Desert Kipucka Claw	a	the	Fragments of Choice Desert Kipucka Claw		the	
DIFF SWAP 4991 4115									
DIFF CHANGED 4115 	_7906D78CC7A144DF	m0597ckedd01	Fragment of Excellent Desert Kipucka Claw	a	the	Fragments of Excellent Desert Kipucka Claw		the	
DIFF SWAP 4992 4116									
DIFF CHANGED 4116 	_E97E7CE63B352824	m0597ckede01	Fragment of Supreme Desert Kipucka Claw	a	the	Fragments of Supreme Desert Kipucka Claw		the	
DIFF SWAP 4993 4117									
DIFF CHANGED 4117 	_5C6CEE388AC0BE71	m0597ckefc01	Fragment of Choice Forest Kipucka Claw	a	the	Fragments of Choice Forest Kipucka Claw		the	
DIFF SWAP 4994 4118									
DIFF CHANGED 4118 	_FB16FF90C7B144DF	m0597ckefd01	Fragment of Excellent Forest Kipucka Claw	a	the	Fragments of Excellent Forest Kipucka Claw		the	
DIFF SWAP 4996 4119									
DIFF CHANGED 4119 	_1DCCDE42C74FC65E	m0597ckejc01	Fragment of Choice Jungle Kipucka Claw	a	the	Fragments of Choice Jungle Kipucka Claw		the	
DIFF REMOVED 4120 	_0000000000000000	m0506chnde01	Fragment of Supreme Desert Bawaab Eye	a	the	Fragments of Supreme Desert Bawaab Eye		the	
DIFF SWAP 4996 4120									
DIFF CHANGED 4120 	_FD151798034010D4	m0597ckejd01	Fragment of Excellent Jungle Kipucka Claw	a	the	Fragments of Excellent Jungle Kipucka Claw		the	
DIFF SWAP 4997 4121									
DIFF CHANGED 4121 	_692D80ECBBE42C24	m0597ckeje01	Fragment of Supreme Jungle Kipucka Claw	a	the	Fragments of Supreme Jungle Kipucka Claw		the	
DIFF REMOVED 4122 	_0000000000000000	m0506chnfe01	Fragment of Supreme Forest Bawaab Eye	a	the	Fragments of Supreme Forest Bawaab Eye		the	
DIFF SWAP 4997 4122									
DIFF CHANGED 4122 	_7C823373750F0EF0	m0597ckelc01	Fragment of Choice Lake Kipucka Claw	a	the	Fragments of Choice Lake Kipucka Claw		the	
DIFF REMOVED 4123 	_0000000000000000	m0506chnle01	Fragment of Supreme Lakes Bawaab Eye	a	the	Fragments of Supreme Lakes Bawaab Eye		the	
DIFF REMOVED 4123 	_0000000000000000	m0506chnpe01	Fragment of Supreme Prime Root Bawaab Eye	a	the	Fragments of Supreme Prime Root Bawaab Eye		the	
DIFF SWAP 4996 4123									
DIFF CHANGED 4123 	_631351D8E66760C9	m0597ckele01	Fragment of Supreme Lake Kipucka Claw	a	the	Fragments of Supreme Lake Kipucka Claw		the	
DIFF SWAP 4997 4124									
DIFF CHANGED 4124 	_D7D33ABBB3857464	m0597ckepc01	Fragment of Choice Prime Root Kipucka Claw	a	the	Fragments of Choice Prime Root Kipucka Claw		the	
DIFF REMOVED 4125 	_0000000000000000	m0507chnde01	Fragment of Supreme Desert Bawaab Pelvis	a	the	Fragments of Supreme Desert Bawaab Pelvis		the	
DIFF SWAP 4997 4125									
DIFF CHANGED 4125 	_CC4ECAAD9CC3E280	m0597ckepd01	Fragment of Excellent Prime Root Kipucka Claw	a	the	Fragments of Excellent Prime Root Kipucka Claw		the	
DIFF SWAP 4998 4126									
DIFF CHANGED 4126 	_561BC18588A04B6D	m0597ckepe01	Fragment of Supreme Prime Root Kipucka Claw	a	the	Fragments of Supreme Prime Root Kipucka Claw		the	
DIFF REMOVED 4127 	_0000000000000000	m0507chnfe01	Fragment of Supreme Forest Bawaab Pelvis	a	the	Fragments of Supreme Forest Bawaab Pelvis		the	
DIFF SWAP 4998 4127									
DIFF CHANGED 4127 	_724C2A6D02DA1143	m0598ckeca01	Fragment of Basic Kipucka Mandible	a	the	Fragments of Basic Kipucka Mandible		the	
DIFF REMOVED 4128 	_0000000000000000	m0507chnle01	Fragment of Supreme Lakes Bawaab Pelvis	a	the	Fragments of Supreme Lakes Bawaab Pelvis		the	
DIFF REMOVED 4128 	_0000000000000000	m0507chnpe01	Fragment of Supreme Prime Root Bawaab Pelvis	a	the	Fragments of Supreme Prime Root Bawaab Pelvis		the	
DIFF SWAP 4997 4128									
DIFF CHANGED 4128 	_F8816670327C3E42	m0598ckecb01	Fragment of Fine Kipucka Mandible	a	the	Fragments of Fine Kipucka Mandible		the	
DIFF SWAP 4998 4129									
DIFF CHANGED 4129 	_6B25CFBBE1220ED3	m0598ckece01	Fragment of Supreme Kipucka Mandible	a	the	Fragments of Supreme Kipucka Mandible		the	
DIFF REMOVED 4130 	_0000000000000000	m0508chnde01	Supreme Desert Bawaab Tooth	a	the	Supreme Desert Bawaab Teeth		the	
DIFF SWAP 4998 4130									
DIFF CHANGED 4130 	_2B88A04EAC20261C	m0598ckedc01	Fragment of Choice Desert Kipucka Mandible	a	the	Fragments of Choice Desert Kipucka Mandible		the	
DIFF SWAP 4999 4131									
DIFF CHANGED 4131 	_3DF4230D3E4EAA08	m0598ckedd01	Fragment of Excellent Desert Kipucka Mandible	a	the	Fragments of Excellent Desert Kipucka Mandible		the	
DIFF REMOVED 4132 	_0000000000000000	m0508chnfe01	Supreme Forest Bawaab Tooth	a	the	Supreme Forest Bawaab Teeth		the	
DIFF SWAP 4999 4132									
DIFF CHANGED 4132 	_728FA1416C6ECD78	m0598ckede01	Fragment of Supreme Desert Kipucka Mandible	a	the	Fragments of Supreme Desert Kipucka Mandible		the	
DIFF REMOVED 4133 	_0000000000000000	m0508chnle01	Supreme Lakes Bawaab Tooth	a	the	Supreme Lakes Bawaab Teeth		the	
DIFF REMOVED 4133 	_0000000000000000	m0508chnpe01	Supreme Prime Root Bawaab Tooth	a	the	Supreme Prime Root Bawaab Teeth		the	
DIFF SWAP 4998 4133									
DIFF CHANGED 4133 	_6B989C59AE40261C	m0598ckefc01	Fragment of Choice Forest Kipucka Mandible	a	the	Fragments of Choice Forest Kipucka Mandible		the	
DIFF SWAP 4999 4134									
DIFF CHANGED 4134 	_BF1423103E4ED209	m0598ckefd01	Fragment of Excellent Forest Kipucka Mandible	a	the	Fragments of Excellent Forest Kipucka Mandible		the	
DIFF REMOVED 4135 	_0000000000000000	m0509chbde01	Fragment of Supreme Desert Bodoc Eye	a	the	Fragments of Supreme Desert Bodoc Eye		the	
DIFF SWAP 5000 4135									
DIFF CHANGED 4135 	_E647945F3180260D	m0598ckejc01	Fragment of Choice Jungle Kipucka Mandible	a	the	Fragments of Choice Jungle Kipucka Mandible		the	
DIFF SWAP 5001 4136									
DIFF CHANGED 4136 	_4154E70DFA9CF209	m0598ckejd01	Fragment of Excellent Jungle Kipucka Mandible	a	the	Fragments of Excellent Jungle Kipucka Mandible		the	
