DIFF_CMD	*HASH_VALUE	sbrick ID	name	ia	da	p	pia	pda	description	description2
DIFF CHANGED 2173 	_A79B0B489F6D0717	BMDHTMA00200	Sap Gift 13	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 13 - Sap: $1MA_HEAL
DIFF CHANGED 2174 	_E8BB0F489F7D0717	BMDHTMA00225	Sap Gift 14	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 14 - Sap: $1MA_HEAL
DIFF CHANGED 2175 	_A7EB13489F8D0717	BMDHTMA00250	Sap Gift 15	a	the			the	Donne $1MA_HEAL points de sève à la cible	Sap Gift 15 - Sap: $1MA_HEAL
DIFF CHANGED 2176 	_5140475B4E69D869	BMDHTMT00005	Stamina Gift 1	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 1 - Stamina: $2MA_HEAL
DIFF CHANGED 2177 	_51604B5B4E69D869	BMDHTMT00015	Stamina Gift 2	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 2 - Stamina: $2MA_HEAL
DIFF CHANGED 2178 	_10904F5B4E69D869	BMDHTMT00030	Stamina Gift 3	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 3 - Stamina: $2MA_HEAL
DIFF CHANGED 2179 	_10B0535B4E69D869	BMDHTMT00040	Stamina Gift 4	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 4 - Stamina: $2MA_HEAL
DIFF CHANGED 2180 	_10D0575B4E69D869	BMDHTMT00050	Stamina Gift 5	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 5 - Stamina: $2MA_HEAL
DIFF CHANGED 2181 	_51F05B5B4E69D869	BMDHTMT00065	Stamina Gift 6	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 6 - Stamina: $2MA_HEAL
DIFF CHANGED 2182 	_10205F5B4E69D869	BMDHTMT00080	Stamina Gift 7	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 7 - Stamina: $2MA_HEAL
DIFF CHANGED 2183 	_10B0675B4E69D869	BMDHTMT00100	Stamina Gift 8	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 8 - Stamina: $2MA_HEAL
DIFF CHANGED 2184 	_10E06B5B4E69D869	BMDHTMT00120	Stamina Gift 9	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 9 - Stamina: $2MA_HEAL
DIFF CHANGED 2185 	_C19242F7E6F9FB92	BMDHTMT00140	Stamina Gift 10	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 10 - Stamina: $2MA_HEAL
DIFF CHANGED 2186 	_C1C242F7E6F9FB93	BMDHTMT00160	Stamina Gift 11	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 11 - Stamina: $2MA_HEAL
DIFF CHANGED 2187 	_C1F242F7E6F9FB94	BMDHTMT00180	Stamina Gift 12	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 12 - Stamina: $2MA_HEAL
DIFF CHANGED 2188 	_C18246F7E6F9FB95	BMDHTMT00200	Stamina Gift 13	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 13 - Stamina: $2MA_HEAL
DIFF CHANGED 2189 	_02B246F7E6F9FB96	BMDHTMT00225	Stamina Gift 14	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 14 - Stamina: $2MA_HEAL
DIFF CHANGED 2190 	_C1F246F7E6F9FB97	BMDHTMT00250	Stamina Gift 15	a	the			the	Donne $2MA_HEAL points de stamina à la cible	Stamina Gift 15 - Stamina: $2MA_HEAL
DIFF CHANGED 2191 	_020ACFBB30CB9E90	BMOALMB00030	Blind 2	a	the			the	Aveugle efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Blind 2 - Power: $MA_LINK_POWER
DIFF CHANGED 2192 	_022ACFBB30CB9E91	BMOALMB00040	Blind 3	a	the			the	Aveugle efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Blind 3 - Power: $MA_LINK_POWER
DIFF CHANGED 2193 	_024ACFBB30CB9E92	BMOALMB00050	Blind 4	a	the			the	Aveugle efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Blind 4 - Power: $MA_LINK_POWER
DIFF CHANGED 2194 	_436ACFBB30CB9E93	BMOALMB00065	Blind 5	a	the			the	Aveugle efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Blind 5 - Power: $MA_LINK_POWER
DIFF CHANGED 2195 	_029ACFBB30CB9E94	BMOALMB00080	Blind 6	a	the			the	Aveugle efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Blind 6 - Power: $MA_LINK_POWER
DIFF CHANGED 2196 	_022AD3BB30CB9E95	BMOALMB00100	Blind 7	a	the			the	Aveugle efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Blind 7 - Power: $MA_LINK_POWER
DIFF CHANGED 2197 	_025AD3BB30CB9E96	BMOALMB00120	Blind 8	a	the			the	Aveugle efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Blind 8 - Power: $MA_LINK_POWER
DIFF CHANGED 2198 	_028AD3BB30CB9E97	BMOALMB00140	Blind 9	a	the			the	Aveugle efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Blind 9 - Power: $MA_LINK_POWER
DIFF CHANGED 2199 	_F1CCEFFCFF109D6E	BMOALMB00160	Blind 10	a	the			the	Aveugle efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Blind 10 - Power: $MA_LINK_POWER
DIFF CHANGED 2200 	_31ECEFFCFF209D6E	BMOALMB00180	Blind 11	a	the			the	Aveugle efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Blind 11 - Power: $MA_LINK_POWER
DIFF CHANGED 2201 	_716CF3FCFF309D6E	BMOALMB00200	Blind 12	a	the			the	Aveugle efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Blind 12 - Power: $MA_LINK_POWER
DIFF CHANGED 2202 	_F28CF3FCFF409D6E	BMOALMB00225	Blind 13	a	the			the	Aveugle efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Blind 13 - Power: $MA_LINK_POWER
DIFF CHANGED 2203 	_F2BCF3FCFF509D6E	BMOALMB00250	Blind 14	a	the			the	Aveugle efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Blind 14 - Power: $MA_LINK_POWER
DIFF CHANGED 2204 	_C7A97E18B7E47DEE	BMOALMD00015	Madness 1	a	the			the	Rend fou efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Madness 1 - Power: $MA_LINK_POWER
DIFF CHANGED 2205 	_86C98218B7E47DEF	BMOALMD00030	Madness 2	a	the			the	Rend fou efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Madness 2 - Power: $MA_LINK_POWER
DIFF CHANGED 2206 	_86D98618B7E47DF0	BMOALMD00040	Madness 3	a	the			the	Rend fou efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Madness 3 - Power: $MA_LINK_POWER
DIFF CHANGED 2207 	_86E98A18B7E47DF1	BMOALMD00050	Madness 4	a	the			the	Rend fou efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Madness 4 - Power: $MA_LINK_POWER
DIFF CHANGED 2208 	_C7F98E18B7E47DF2	BMOALMD00065	Madness 5	a	the			the	Rend fou efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Madness 5 - Power: $MA_LINK_POWER
DIFF CHANGED 2209 	_86199218B7E47DF3	BMOALMD00080	Madness 6	a	the			the	Rend fou efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Madness 6 - Power: $MA_LINK_POWER
DIFF CHANGED 2210 	_86999A18B7E47DF4	BMOALMD00100	Madness 7	a	the			the	Rend fou efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Madness 7 - Power: $MA_LINK_POWER
DIFF CHANGED 2211 	_86B99E18B7E47DF5	BMOALMD00120	Madness 8	a	the			the	Rend fou efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Madness 8 - Power: $MA_LINK_POWER
DIFF CHANGED 2212 	_86D9A218B7E47DF6	BMOALMD00140	Madness 9	a	the			the	Rend fou efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Madness 9 - Power: $MA_LINK_POWER
DIFF CHANGED 2213 	_8D29B3FFA20AEA72	BMOALMD00160	Madness 10	a	the			the	Rend fou efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Madness 10 - Power: $MA_LINK_POWER
DIFF CHANGED 2214 	_CD49B3FFA20AEE72	BMOALMD00180	Madness 11	a	the			the	Rend fou efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Madness 11 - Power: $MA_LINK_POWER
DIFF CHANGED 2215 	_0DC9B7FFA20AF272	BMOALMD00200	Madness 12	a	the			the	Rend fou efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Madness 12 - Power: $MA_LINK_POWER
DIFF CHANGED 2216 	_8EE9B7FFA20AF672	BMOALMD00225	Madness 13	a	the			the	Rend fou efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Madness 13 - Power: $MA_LINK_POWER
DIFF CHANGED 2217 	_8E19B7FFA20AFA72	BMOALMD00250	Madness 14	a	the			the	Rend fou efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Madness 14 - Power: $MA_LINK_POWER
DIFF CHANGED 2218 	_E8862F1BE95B0420	BMOALMR00015	Root 1	a	the			the	Immobilise efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Root 1 - Power: $MA_LINK_POWER
DIFF CHANGED 2219 	_A7A6331BE95B0820	BMOALMR00030	Root 2	a	the			the	Immobilise efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Root 2 - Power: $MA_LINK_POWER
DIFF CHANGED 2220 	_A7B6371BE95B0C20	BMOALMR00040	Root 3	a	the			the	Immobilise efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Root 3 - Power: $MA_LINK_POWER
DIFF CHANGED 2221 	_A7C63B1BE95B1020	BMOALMR00050	Root 4	a	the			the	Immobilise efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Root 4 - Power: $MA_LINK_POWER
DIFF CHANGED 2222 	_E8D63F1BE95B1420	BMOALMR00065	Root 5	a	the			the	Immobilise efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Root 5 - Power: $MA_LINK_POWER
DIFF CHANGED 2223 	_A7F6431BE95B1820	BMOALMR00080	Root 6	a	the			the	Immobilise efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Root 6 - Power: $MA_LINK_POWER
DIFF CHANGED 2224 	_A7764B1BE95B1C20	BMOALMR00100	Root 7	a	the			the	Immobilise efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Root 7 - Power: $MA_LINK_POWER
DIFF CHANGED 2225 	_A7964F1BE95B2020	BMOALMR00120	Root 8	a	the			the	Immobilise efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Root 8 - Power: $MA_LINK_POWER
DIFF CHANGED 2226 	_A7B6531BE95B2420	BMOALMR00140	Root 9	a	the			the	Immobilise efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Root 9 - Power: $MA_LINK_POWER
DIFF CHANGED 2227 	_ECA4C3B4A610E4B3	BMOALMR00160	Root 10	a	the			the	Immobilise efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Root 10 - Power: $MA_LINK_POWER
DIFF CHANGED 2228 	_ECD4C3B4E610E4B3	BMOALMR00180	Root 11	a	the			the	Immobilise efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Root 11 - Power: $MA_LINK_POWER
DIFF CHANGED 2229 	_EC64C7B42610E4B3	BMOALMR00200	Root 12	a	the			the	Immobilise efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Root 12 - Power: $MA_LINK_POWER
DIFF CHANGED 2230 	_2D94C7B46610E4B3	BMOALMR00225	Root 13	a	the			the	Immobilise efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Root 13 - Power: $MA_LINK_POWER
DIFF CHANGED 2231 	_ECD4C7B4A710E4B3	BMOALMR00250	Root 14	a	the			the	Immobilise efficacement les ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Root 14 - Power: $MA_LINK_POWER
DIFF CHANGED 2232 	_C54A02F067EC57D3	BMOALMA00030	Slow Attack 2	a	the			the	Diminue efficacement la fréquence d'attaque des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Attack 2 - Power: $MA_LINK_POWER
DIFF CHANGED 2233 	_C55A02F1A7EC57D3	BMOALMA00040	Slow Attack 3	a	the			the	Diminue efficacement la fréquence d'attaque des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Attack 3 - Power: $MA_LINK_POWER
DIFF CHANGED 2234 	_C56A02F2E8EC57D3	BMOALMA00050	Slow Attack 4	a	the			the	Diminue efficacement la fréquence d'attaque des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Attack 4 - Power: $MA_LINK_POWER
DIFF CHANGED 2235 	_067A02F328EC57D3	BMOALMA00065	Slow Attack 5	a	the			the	Diminue efficacement la fréquence d'attaque des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Attack 5 - Power: $MA_LINK_POWER
DIFF CHANGED 2236 	_C59A02F468EC57D3	BMOALMA00080	Slow Attack 6	a	the			the	Diminue efficacement la fréquence d'attaque des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Attack 6 - Power: $MA_LINK_POWER
DIFF CHANGED 2237 	_C51A06F5A8EC57D3	BMOALMA00100	Slow Attack 7	a	the			the	Diminue efficacement la fréquence d'attaque des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Attack 7 - Power: $MA_LINK_POWER
DIFF CHANGED 2238 	_C53A06F6E9EC57D3	BMOALMA00120	Slow Attack 8	a	the			the	Diminue efficacement la fréquence d'attaque des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Attack 8 - Power: $MA_LINK_POWER
DIFF CHANGED 2239 	_C55A06F729EC57D3	BMOALMA00140	Slow Attack 9	a	the			the	Diminue efficacement la fréquence d'attaque des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Attack 9 - Power: $MA_LINK_POWER
DIFF CHANGED 2240 	_42E4D39B86948800	BMOALMA00160	Slow Attack 10	a	the			the	Diminue efficacement la fréquence d'attaque des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Attack 10 - Power: $MA_LINK_POWER
DIFF CHANGED 2241 	_4204DB9B86948800	BMOALMA00180	Slow Attack 11	a	the			the	Diminue efficacement la fréquence d'attaque des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Attack 11 - Power: $MA_LINK_POWER
DIFF CHANGED 2242 	_4284E79B86948800	BMOALMA00200	Slow Attack 12	a	the			the	Diminue efficacement la fréquence d'attaque des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Attack 12 - Power: $MA_LINK_POWER
DIFF CHANGED 2243 	_83A4EF9B86948800	BMOALMA00225	Slow Attack 13	a	the			the	Diminue efficacement la fréquence d'attaque des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Attack 13 - Power: $MA_LINK_POWER
DIFF CHANGED 2244 	_42D4F79B86948800	BMOALMA00250	Slow Attack 14	a	the			the	Diminue efficacement la fréquence d'attaque des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Attack 14 - Power: $MA_LINK_POWER
DIFF CHANGED 2245 	_858E2EC36B2C0CAE	BMOALMM00010	Slow Move 1	a	the			the	Diminue efficacement la vitesse de déplacement des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Move 1 - Power: $MA_LINK_POWER
DIFF CHANGED 2246 	_85AE2EC36B4C0CAE	BMOALMM00030	Slow Move 2	a	the			the	Diminue efficacement la vitesse de déplacement des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Move 2 - Power: $MA_LINK_POWER
DIFF CHANGED 2247 	_85BE2EC36B6C0CAE	BMOALMM00040	Slow Move 3	a	the			the	Diminue efficacement la vitesse de déplacement des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Move 3 - Power: $MA_LINK_POWER
DIFF CHANGED 2248 	_85CE2EC36B8C0CAE	BMOALMM00050	Slow Move 4	a	the			the	Diminue efficacement la vitesse de déplacement des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Move 4 - Power: $MA_LINK_POWER
DIFF CHANGED 2249 	_C6DE2EC36BAC0CAE	BMOALMM00065	Slow Move 5	a	the			the	Diminue efficacement la vitesse de déplacement des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Move 5 - Power: $MA_LINK_POWER
DIFF CHANGED 2250 	_85FE2EC36BCC0CAE	BMOALMM00080	Slow Move 6	a	the			the	Diminue efficacement la vitesse de déplacement des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Move 6 - Power: $MA_LINK_POWER
DIFF CHANGED 2251 	_857E32C36BEC0CAE	BMOALMM00100	Slow Move 7	a	the			the	Diminue efficacement la vitesse de déplacement des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Move 7 - Power: $MA_LINK_POWER
DIFF CHANGED 2252 	_859E32C36B0C0CAE	BMOALMM00120	Slow Move 8	a	the			the	Diminue efficacement la vitesse de déplacement des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Move 8 - Power: $MA_LINK_POWER
DIFF CHANGED 2253 	_85BE32C36B2C0CAE	BMOALMM00140	Slow Move 9	a	the			the	Diminue efficacement la vitesse de déplacement des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Move 9 - Power: $MA_LINK_POWER
DIFF CHANGED 2254 	_C5D0404A82086A3D	BMOALMM00160	Slow Move 10	a	the			the	Diminue efficacement la vitesse de déplacement des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Move 10 - Power: $MA_LINK_POWER
DIFF CHANGED 2255 	_C5F0404BC2086A3D	BMOALMM00180	Slow Move 11	a	the			the	Diminue efficacement la vitesse de déplacement des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Move 11 - Power: $MA_LINK_POWER
DIFF CHANGED 2256 	_C570444C02086A3D	BMOALMM00200	Slow Move 12	a	the			the	Diminue efficacement la vitesse de déplacement des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Move 12 - Power: $MA_LINK_POWER
DIFF CHANGED 2257 	_0690444D42086A3D	BMOALMM00225	Slow Move 13	a	the			the	Diminue efficacement la vitesse de déplacement des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Move 13 - Power: $MA_LINK_POWER
DIFF CHANGED 2258 	_C5C0444E83086A3D	BMOALMM00250	Slow Move 14	a	the			the	Diminue efficacement la vitesse de déplacement des ennemis de compétence moyenne n'excédant pas $MA_LINK_POWER	Slow Move 14 - Power: $MA_LINK_POWER
DIFF CHANGED 2259 	_683CE19FC8A3D184	BMOELME00140	Drain Electric Damage 1	a	the			the	Inflicts $MA_DMG points of electric damage every second.	Drain Electric Damage 1 - Damage per second: $MA_DMG
DIFF CHANGED 2260 	_686CE1A0C8A3D184	BMOELME00160	Drain Electric Damage 2	a	the			the	Inflicts $MA_DMG points of electric damage every second.	Drain Electric Damage 2 - Damage per second: $MA_DMG
DIFF CHANGED 2261 	_689CE1A1C8A3D184	BMOELME00180	Drain Electric Damage 3	a	the			the	Inflicts $MA_DMG points of electric damage every second.	Drain Electric Damage 3 - Damage per second: $MA_DMG
DIFF CHANGED 2262 	_682CE5A2C8A3D184	BMOELME00200	Drain Electric Damage 4	a	the			the	Inflicts $MA_DMG points of electric damage every second.	Drain Electric Damage 4 - Damage per second: $MA_DMG
DIFF CHANGED 2263 	_A95CE5A3C8A3D184	BMOELME00225	Drain Electric Damage 5	a	the			the	Inflicts $MA_DMG points of electric damage every second.	Drain Electric Damage 5 - Damage per second: $MA_DMG
DIFF CHANGED 2264 	_689CE5A4C8A3D184	BMOELME00250	Drain Electric Damage 6	a	the			the	Inflicts $MA_DMG points of electric damage every second.	Drain Electric Damage 6 - Damage per second: $MA_DMG
DIFF CHANGED 2265 	_BE217A3BA77B11B8	BMOELMF00140	Drain Fire Damage 1	a	the			the	Inflicts $MA_DMG points of fire damage every second.	Drain Fire Damage 1 - Damage per second: $MA_DMG
DIFF CHANGED 2266 	_BE417A3BA78B11B9	BMOELMF00160	Drain Fire Damage 2	a	the			the	Inflicts $MA_DMG points of fire damage every second.	Drain Fire Damage 2 - Damage per second: $MA_DMG
DIFF CHANGED 2267 	_BE617A3BA79B11BA	BMOELMF00180	Drain Fire Damage 3	a	the			the	Inflicts $MA_DMG points of fire damage every second.	Drain Fire Damage 3 - Damage per second: $MA_DMG
DIFF CHANGED 2268 	_BEE17E3BA7AB11BB	BMOELMF00200	Drain Fire Damage 4	a	the			the	Inflicts $MA_DMG points of fire damage every second.	Drain Fire Damage 4 - Damage per second: $MA_DMG
DIFF CHANGED 2269 	_FF017E3BA7BB11BC	BMOELMF00225	Drain Fire Damage 5	a	the			the	Inflicts $MA_DMG points of fire damage every second.	Drain Fire Damage 5 - Damage per second: $MA_DMG
DIFF CHANGED 2270 	_BE317E3BA7CB11BD	BMOELMF00250	Drain Fire Damage 6	a	the			the	Inflicts $MA_DMG points of fire damage every second.	Drain Fire Damage 6 - Damage per second: $MA_DMG
DIFF CHANGED 2271 	_7C0914FECB92EC73	BMOELMP00140	Drain Poison Damage 1	a	the			the	Inflicts $MA_DMG points of poison damage every second.	Drain Poison Damage 1 - Damage per second: $MA_DMG
DIFF CHANGED 2272 	_7C3914FFCB92EC73	BMOELMP00160	Drain Poison Damage 2	a	the			the	Inflicts $MA_DMG points of poison damage every second.	Drain Poison Damage 2 - Damage per second: $MA_DMG
DIFF CHANGED 2273 	_7C691400CB92EC73	BMOELMP00180	Drain Poison Damage 3	a	the			the	Inflicts $MA_DMG points of poison damage every second.	Drain Poison Damage 3 - Damage per second: $MA_DMG
