*HASH_VALUE	sbrick ID	name	description	description2
_C856C48615E38711	bcmtca08	<GEN>bcmtca08		
_C856C48655E38713	bcmtca09	<GEN>bcmtca09		
_4856C48653F38703	bcmtca11	<GEN>bcmtca11		
_4856C48693F38705	bcmtca12	<GEN>bcmtca12		
_4856C486D3F38707	bcmtca13	<GEN>bcmtca13		
_4856C48614F38709	bcmtca14	<GEN>bcmtca14		
_4856C48694F3870D	bcmtca16	<GEN>bcmtca16		
_4856C486D4F3870F	bcmtca17	<GEN>bcmtca17		
_4856C48615F38711	bcmtca18	<GEN>bcmtca18		
_4856C48655F38713	bcmtca19	<GEN>bcmtca19		
_C856C48653038703	bcmtca21	<GEN>bcmtca21		
_C856C48693038705	bcmtca22	<GEN>bcmtca22		
_C856C486D3038707	bcmtca23	<GEN>bcmtca23		
_C856C48614038709	bcmtca24	<GEN>bcmtca24		
_C8C7C48617E38705	bcttca02	<GEN>bcttca02		
_C8C7C48657E38707	bcttca03	<GEN>bcttca03		
_C8C7C48698E38709	bcttca04	<GEN>bcttca04		
_C8C7C486D8E3870B	bcttca05	<GEN>bcttca05		
_C8C7C48618E3870D	bcttca06	<GEN>bcttca06		
_C8C7C48658E3870F	bcttca07	<GEN>bcttca07		
_C8C7C48699E38711	bcttca08	<GEN>bcttca08		
_C8C7C486D9E38713	bcttca09	<GEN>bcttca09		
_48C7C486D7F38703	bcttca11	<GEN>bcttca11		
_48C7C48617F38705	bcttca12	<GEN>bcttca12		
_48C7C48657F38707	bcttca13	<GEN>bcttca13		
_48C7C48698F38709	bcttca14	<GEN>bcttca14		
_48C7C48618F3870D	bcttca16	<GEN>bcttca16		
_48C7C48658F3870F	bcttca17	<GEN>bcttca17		
_48C7C48699F38711	bcttca18	<GEN>bcttca18		
_48C7C486D9F38713	bcttca19	<GEN>bcttca19		
_C8C7C486D7038703	bcttca21	<GEN>bcttca21		
_C8C7C48617038705	bcttca22	<GEN>bcttca22		
_C8C7C48657038707	bcttca23	<GEN>bcttca23		
_C8C7C48698038709	bcttca24	<GEN>bcttca24		
_C827C48619E38705	bcztca02	<GEN>bcztca02		
_C827C48659E38707	bcztca03	<GEN>bcztca03		
_C827C4869AE38709	bcztca04	<GEN>bcztca04		
_C827C486DAE3870B	bcztca05	<GEN>bcztca05		
_C827C4861AE3870D	bcztca06	<GEN>bcztca06		
_C827C4865AE3870F	bcztca07	<GEN>bcztca07		
_C827C4869BE38711	bcztca08	<GEN>bcztca08		
_C827C486DBE38713	bcztca09	<GEN>bcztca09		
_4827C486D9F38703	bcztca11	<GEN>bcztca11		
_4827C48619F38705	bcztca12	<GEN>bcztca12		
_4827C48659F38707	bcztca13	<GEN>bcztca13		
_4827C4869AF38709	bcztca14	<GEN>bcztca14		
_4827C4861AF3870D	bcztca16	<GEN>bcztca16		
_4827C4865AF3870F	bcztca17	<GEN>bcztca17		
_4827C4869BF38711	bcztca18	<GEN>bcztca18		
_4827C486DBF38713	bcztca19	<GEN>bcztca19		
_C827C486D9038703	bcztca21	<GEN>bcztca21		
_C827C48619038705	bcztca22	<GEN>bcztca22		
_C827C48659038707	bcztca23	<GEN>bcztca23		
_C827C4869A038709	bcztca24	<GEN>bcztca24		
_C7C7D47E17038707	bctpea22	<GEN>bctpea22		
_C7C7D47E57038709	bctpea23	<GEN>bctpea23		
_C7C7D47E9803870B	bctpea24	<GEN>bctpea24		
_83B6D4604FF38715	bccacp	<GEN>bccacp		
_03B6D4604DE38705	bccahb	<GEN>bccahb		
_03B6D4608DE38707	bccahg	<GEN>bccahg		
_03B6D460CDE38709	bccahh	<GEN>bccahh		
_03B6D4600EE3870B	bccahp	<GEN>bccahp		
_03B6D4604EE3870D	bccahs	<GEN>bccahs		
_03B6D4608EE3870F	bccaea06	<GEN>bccaea06		
_03B6D460CEE38711	bccalb	<GEN>bccalb		
_03B6D4600FE38713	bccalg	<GEN>bccalg		
_03B6D4604FE38715	bccalp	<GEN>bccalp		
_83B6D4600DF38703	bccals	<GEN>bccals		
_83B6D4604DF38705	bccalv	<GEN>bccalv		
_83B6D4608DF38707	bccamb	<GEN>bccamb		
_83B6D460CDF38709	bccamg	<GEN>bccamg		
_83B6D4600EF3870B	bccamp	<GEN>bccamp		
_83B6D4604EF3870D	bccams	<GEN>bccams		
_83B6D4608EF3870F	bccamv	<GEN>bccamv		
_86B6D4784EF3870D	bccmea15	<GEN>bccmea15		
_86B6D4788EF3870F	bccmea16	<GEN>bccmea16		
_86B6D478CEF38711	bccmea17	<GEN>bccmea17		
_1DF56B57472F1378	bcbmea03_3	<GEN>bcbmea03_3		
_1DF56B57883F1378	bcbmea04_3	<GEN>bcbmea04_3		
_5E466B57472F137D	bcbrea03_3	<GEN>bcbrea03_3		
_47B6D4824DE38705	bccrea01	<GEN>bccrea01		
_47B6D482CDE38709	bccrea03	<GEN>bccrea03		
_47B6D4820EE3870B	bccrea04	<GEN>bccrea04		
_47B6D4824EE3870D	bccrea05	<GEN>bccrea05		
_47B6D4828EE3870F	bccrea06	<GEN>bccrea06		
_87B6D484CDE38709	bccsea03	<GEN>bccsea03		
_5EC5872655865086	bckamsea01	<GEN>bckamsea01		
_5EC58B2755865086	bckamsea02	<GEN>bckamsea02		
_5EC58F2855865086	bckamsea03	<GEN>bckamsea03		
_9FC587265586648B	bckarsea01	<GEN>bckarsea01		
_9FC58B275586648B	bckarsea02	<GEN>bckarsea02		
_9FC58F285586648B	bckarsea03	<GEN>bckarsea03		
_04862868CF839B0D	bhfemf01	<GEN>bhfemf01		
_048628680F839B0F	bhfemf02	<GEN>bhfemf02		
_048628684F839B11	bhfemf03	<GEN>bhfemf03		
_84E6406CCF838710	bhfgpa01	<GEN>bhfgpa01		
_64E8EB610AE21E97	bhfppoj01	<GEN>bhfppoj01		
_F92E5CDC296DE411	big_outpost_pvp_0	<GEN>big_outpost_pvp_0		
_F92E5CDD297DE411	big_outpost_pvp_1	<GEN>big_outpost_pvp_1		
_766AA00EB22D790F	big_outpost_pvp_10	<GEN>big_outpost_pvp_10		
_766AA40FB22D790F	big_outpost_pvp_11	<GEN>big_outpost_pvp_11		
_766AA810B22D790F	big_outpost_pvp_12	<GEN>big_outpost_pvp_12		
_766AAC11B22D790F	big_outpost_pvp_13	<GEN>big_outpost_pvp_13		
_766AB012B22D790F	big_outpost_pvp_14	<GEN>big_outpost_pvp_14		
_766AB413B22D790F	big_outpost_pvp_15	<GEN>big_outpost_pvp_15		
_766AB814B22D790F	big_outpost_pvp_16	<GEN>big_outpost_pvp_16		
_766ABC15B22D790F	big_outpost_pvp_17	<GEN>big_outpost_pvp_17		
_766AC016B22D790F	big_outpost_pvp_18	<GEN>big_outpost_pvp_18		
_766AC417B22D790F	big_outpost_pvp_19	<GEN>big_outpost_pvp_19		
_F92E5CDE298DE411	big_outpost_pvp_2	<GEN>big_outpost_pvp_2		
_766AA00FF22D790F	big_outpost_pvp_20	<GEN>big_outpost_pvp_20		
_766AA410F22D790F	big_outpost_pvp_21	<GEN>big_outpost_pvp_21		
_766AA811F22D790F	big_outpost_pvp_22	<GEN>big_outpost_pvp_22		
_766AAC12F22D790F	big_outpost_pvp_23	<GEN>big_outpost_pvp_23		
_766AB013F22D790F	big_outpost_pvp_24	<GEN>big_outpost_pvp_24		
_766AB414F22D790F	big_outpost_pvp_25	<GEN>big_outpost_pvp_25		
_766AB815F22D790F	big_outpost_pvp_26	<GEN>big_outpost_pvp_26		
_766ABC16F22D790F	big_outpost_pvp_27	<GEN>big_outpost_pvp_27		
_766AC017F22D790F	big_outpost_pvp_28	<GEN>big_outpost_pvp_28		
_766AC418F22D790F	big_outpost_pvp_29	<GEN>big_outpost_pvp_29		
_F92E5CDF299DE411	big_outpost_pvp_3	<GEN>big_outpost_pvp_3		
_766AA010322D790F	big_outpost_pvp_30	<GEN>big_outpost_pvp_30		
_766AA411322D790F	big_outpost_pvp_31	<GEN>big_outpost_pvp_31		
_F92E5CE029ADE411	big_outpost_pvp_4	<GEN>big_outpost_pvp_4		
_F92E5CE129BDE411	big_outpost_pvp_5	<GEN>big_outpost_pvp_5		
_F92E5CE229CDE411	big_outpost_pvp_6	<GEN>big_outpost_pvp_6		
_F92E5CE329DDE411	big_outpost_pvp_7	<GEN>big_outpost_pvp_7		
_F92E5CE429EDE411	big_outpost_pvp_8	<GEN>big_outpost_pvp_8		
_F92E5CE529FDE411	big_outpost_pvp_9	<GEN>big_outpost_pvp_9		
_746BA402A047E5F5	big_ring_xpcat_100	<GEN>big_ring_xpcat_100		
_746BA407E147E5F5	big_ring_xpcat_150	<GEN>big_ring_xpcat_150		
_746BA402E057E5F5	big_ring_xpcat_200	<GEN>big_ring_xpcat_200		
_746BA4072157E5F5	big_ring_xpcat_250	<GEN>big_ring_xpcat_250		
_772E80C89EF9DFEE	big_ring_xpcat_50	<GEN>big_ring_xpcat_50		
_14F69F875D34EE40	big_xpcat_100	<GEN>big_xpcat_100		
_55F69F875D340240	big_xpcat_150	<GEN>big_xpcat_150		
_14069F875D34EE41	big_xpcat_200	<GEN>big_xpcat_200		
_55069F875D340241	big_xpcat_250	<GEN>big_xpcat_250		
_09547C759C274843	big_xpcat_50	<GEN>big_xpcat_50		
_6C2458FDDB9784A3	enchant_weapon	<GEN>enchant_weapon		
_7B24E67EED5CF9E7	enchant_weapon_acid	<GEN>enchant_weapon_acid		
_7B24FE96ED5CF9E7	enchant_weapon_cold	<GEN>enchant_weapon_cold		
_F319676DF8362BCC	enchant_weapon_electricity	<GEN>enchant_weapon_electricity		
_7B442E8A6F5CF9E7	enchant_weapon_fire	<GEN>enchant_weapon_fire		
_5F46296C7AA28175	enchant_weapon_poison	<GEN>enchant_weapon_poison		
_3A9C3192843BF9F1	enchant_weapon_rot	<GEN>enchant_weapon_rot		
_34B847C314D50ABC	enchant_weapon_shockwave	<GEN>enchant_weapon_shockwave		
_E9A90B6BDB066376	sleep	<GEN>sleep		
_51F0663A5882537B	bscea01	<GEN>bscea01		
_51006A3A5892537B	bscea02	<GEN>bscea02		
