// HASH_VALUE 48835A17757D34E5
// INDEX 0
abandon_mission	[&TSK&Вы прервали выполнение задания.]
// HASH_VALUE 1F51BFCB799BA3AF
// INDEX 5696
power_taunt_level_too_high_f	[&CHKCB&Сила $e$ слишком велика, чтобы она обратила внимание на вызов, брошенный вами.]

// HASH_VALUE A005F8AC1FE0B591
// INDEX 5697
power_taunt_target_not_attackable	[&CHKCB&Вы можете бросить вызов только тем животным или NPC, которых можно атаковать.]

// HASH_VALUE DA6B1B7187FBDEC4
// INDEX 5698
power_taunt_target_too_far_m	[&CHKCB&$e$ находится слишком далеко, чтобы ему можно было бросить вызов.]

// HASH_VALUE CBFD030FC01B45E4
// INDEX 5699
power_taunt_target_too_far_f	[&CHKCB&$e$ находится слишком далеко, чтобы ей можно было бросить вызов.]

// HASH_VALUE 4930B34ACC0DE108
// INDEX 5700
power_use	[&SPLM&Вы приводите в действие силу "$p$".]

// HASH_VALUE D6C5415B5550068C
// INDEX 5701
power_use_on_target	[&SPLM&Вы используете силу "$p$" в отношении $e$.]

// HASH_VALUE DFA5D5A08E0289DB
// INDEX 5702
power_use_on_target_failed	[&MISM&Сила "$p$" не оказывает никакого действия на $e$.]

// HASH_VALUE 27EAB0E1764AA7BF
// INDEX 5703
power_use_on_target_spectators	[&SYS&$user$ использует силу "$p$" в отношении $target$.]

// HASH_VALUE C4D1F35E1A5656E5
// INDEX 5704
power_use_on_target_target	[&SYS&$user$ использует силу "$p$" на вас.]

// HASH_VALUE 44E15125C651512C
// INDEX 5705
power_use_spectators	[&SYS&$e$ приводит в действие силу "$p$".]

// HASH_VALUE 61CBFFBCBAD52567
// INDEX 5706
progress_death_penalty_complete	[&XP&Действие штрафа на получение очков опыта закончилось!]

// HASH_VALUE 47E5E658B583FF90
// INDEX 5707
progress_death_penalty_payback	[&XP&За вычетом $j$ очков, ваше посмертное взыскание составляет $k$ очков. В отсутствие взыскания вы получили бы $i$ очков опыта в навыке '$s$'.]

// HASH_VALUE 3351CE2CDDDD8976
// INDEX 5708
progress_free_trial_limit	[&XP&Вы не получили опыта в навыке '$s$' по причине того, что достигли лимита, установленного для бесплатного пользования игрой. Для того, чтобы развивать это умение выше достигнутого уровня, вам необходимо внести изменения в свою учетную запись.]

// HASH_VALUE F7FFC5C3C21E29E9
// INDEX 5709
progress_hp	[&XP&Ваше здоровье увеличивается.]

// HASH_VALUE 631DD2E5ED47010A
// INDEX 5710
progress_mission_gain	[&TSK&В результате выполнения задания вы получили опыт в навыке '$s$'.]

// HASH_VALUE 1FF3AE24C1B0A851
// INDEX 5711
progress_normal_gain_p	[&XP&Вы получили $i$ очков опыта в навыке '$s$'.]

// HASH_VALUE 1CD4FA3BBACDD551
// INDEX 5712
progress_normal_gain_1	[&XP&Вы получилди 1 очко опыта в навыке '$s$'.]

// HASH_VALUE 05EE49038A403F4F
// INDEX 5713
progress_normal_gain_0	[&XP&Вы не получили опыта в навыке '$s$'.]

// HASH_VALUE 9160525ACDDDCD6B
// INDEX 5714
progress_no_gain	[&CHK&Вы не получили опыта в навыке '$s$', выполненное действие слишком простое.]

// HASH_VALUE 35DDAB06381C54ED
// INDEX 5715
progress_sap	[&XP&Ваш сэп увеличивается.]

// HASH_VALUE 915E3D75F4AD4804
// INDEX 5716
progress_skill	[&XP&Ваш навык '$s$' достиг уровня $i$.]

// HASH_VALUE FA4ED70D452E05D2
// INDEX 5717
progress_sta	[&XP&Ваша стойкость увеличивается.]

// HASH_VALUE D59C7845A696E6A1
// INDEX 5718
progress_unlock_skill	[&XP&Отлично! Вы получили продвинутый навык '$s$', который становится доступным, начиная с $i$ уровня.]

// HASH_VALUE 5D58585F599FA202
// INDEX 5719
pyr_city_welcomer_1_p_bc_answer_ha_1	[Тяжелыми доспехами у нас торгуют $merchant_ha$, $merchant_ham$ и $merchant_hah$, я помечу их на твоей карте.]

// HASH_VALUE FE0ACD02AC3A4232
// INDEX 5720
pyr_city_welcomer_1_p_bc_answer_hm_1	[Двуручным оружием у нас торгуют $merchant_lm_2$, $merchant_lmm_2$ и $merchant_lmh_2$, я помечу их на твоей карте.]

// HASH_VALUE F6C5627848EE8A69
// INDEX 5721
pyr_city_welcomer_1_p_bc_answer_jw_1	[Украшениями у нас торгуют $merchant_jw$, $merchant_jwm$ и $merchant_jwh$, я помечу их на твоей карте.]

// HASH_VALUE 3BF0DAE00B10E194
// INDEX 5722
pyr_city_welcomer_1_p_bc_answer_la_1	[Легкими доспехами у нас торгуют $merchant_la$, $merchant_lam$ и $merchant_lah$, я помечу их на твоей карте.]

// HASH_VALUE E3A71B879C5FBB20
// INDEX 5723
pyr_city_welcomer_1_p_bc_answer_lm_1	[Одноручным оружием у нас торгуют $merchant_lm$, $merchant_lmm$ и $merchant_lmh$, я помечу их на твоей карте.]

// HASH_VALUE 9F981C5E599F5504
// INDEX 5724
pyr_city_welcomer_1_p_bc_answer_ma_1	[Средними доспехами у нас торгуют $merchant_ma$, $merchant_mam$ и $merchant_mah$, я помечу их на твоей карте.]

// HASH_VALUE CD2128BAE65B40A7
// INDEX 5725
pyr_city_welcomer_1_p_bc_answer_mk_1	[As setting merchants, we have $merchant_mk_1$, $merchant_mk_2$ и $merchant_mk_3$ I'll show you on your map.]

// HASH_VALUE 2AA24B4B931B3FB8
// INDEX 5726
pyr_city_welcomer_1_p_bc_answer_rw_1	[Сырьем и материалами у нас торгуют $merchant_rw_1$, $merchant_rw_2$ и $merchant_rwh$, я помечу их на твоей карте.]

// HASH_VALUE 4B8CA0CB3B1B0817
// INDEX 5727
pyr_city_welcomer_1_p_t2_welcomer	[Я ищу кое-кого в городе.]

// HASH_VALUE F61E2833080C54E4
// INDEX 5728
pyr_city_welcomer_2_pyr_city_welcomer_2_p_auto_guide1	[Я ищу представителя властей Пайра.]

// HASH_VALUE 349BD107BEBD050E
// INDEX 5729
pyr_city_welcomer_2_pyr_city_welcomer_2_p_auto_guide2	[Мне нужны другие чиновники Пайра.]

// HASH_VALUE 8E947528719B742D
// INDEX 5730
rangestate1	[Хорошее оружие дальнего боя, посмотри!]

// HASH_VALUE 2952F79B2E36697C
// INDEX 5731
rangestate2	[Не желаешь ли купить меч? Иди сюда, посомтри наш товар!]

// HASH_VALUE 235587187A9F35A2
// INDEX 5732
rangestate3	[Оружие и заряды, луки и стрелы, смотрите сами!]

// HASH_VALUE D981FC49BAAD38F6
// INDEX 5733
rangestate4	[Лучшие ружья в Нэтее, только взгляните!]

// HASH_VALUE 7C8D29BB08CC0AF2
// INDEX 5734
rangestate5	[Новые арбалеты и самострелы!]

// HASH_VALUE 4E53715640FFB94B
// INDEX 5735
rangestate6	[Луший метатель снарядов - у нас в продаже!]

// HASH_VALUE 65660F9B164365D0
// INDEX 5736
rangestate7	[Широкий выбор дальнобойного оружия, не проходите мимо.]

// HASH_VALUE FE2D39092E9C28F4
// INDEX 5737
relevestate1	[Слава и страдания!]

// HASH_VALUE FB2BD8CFFC9A52EA
// INDEX 5738
relevestate2	[За матисов!]

// HASH_VALUE 3C08807C208C30F4
// INDEX 5739
relevestate3	[За дело!]

// HASH_VALUE BC2AD2FC468BF7F5
// INDEX 5740
relevestate4	[Приступим!]

// HASH_VALUE B482D47D58AEAFA2
// INDEX 5741
right_hand_empty	[&CHK&Вы можете зачаровать что-либо только если предмет находится в вашей правой руке.]

// HASH_VALUE 08900366086FBC3D
// INDEX 5742
room_invited_by_m	[&AROUND&$p$ приглашает вас в свою комнату.]

// HASH_VALUE 08900366086FBC3D
// INDEX 5743
room_invited_by_f	[&AROUND&$p$ приглашает вас в свою комнату.]

// HASH_VALUE 12CF5B89851F664B
// INDEX 5744
room_you_invite	[&AROUND&Вы приглашаете $p$ в свою комнату.]

// HASH_VALUE 7B5FE3DDC47EDE55
// INDEX 5745
root_faber_not_first	[&CHK&Корневые ремесленные станзы должны находиться в начале действия! Пожалуйста, сообщите об этой ошибке, в точности указав использованное действие. Спасибо!]

// HASH_VALUE B5B103DCD35B068A
// INDEX 5746
rpjob_allready_have_job_m	[Вы освоили максимально допустимое количество простых занятий.\n
	Вы не можете работать в качестве $jobitem.twogen$.]

// HASH_VALUE B5B103DCD35B068A
// INDEX 5747
rpjob_allready_have_job_f	[Вы освоили максимально допустимое количество простых занятий.\n
	Вы не можете работать в качестве $jobitem.twogen$.]

// HASH_VALUE 18DCBC6FFB52EA3F
// INDEX 5748
rpjob_bag_full	[@{F55F}Ваш инвентарь переполнен!@{FFFF}\n
	\n
	Освободите место в вашем инвентаре, чтобы у $givervar$ была возможность дать вам очередное поручение.]

// HASH_VALUE 3C0CA49854900014
// INDEX 5749
rpjob_cancel_recipe	[Отменить]

// HASH_VALUE BE7F54FECE9DE9AD
// INDEX 5750
rpjob_cant_win_xp	[Ваш уровень слишком высок. Вы не получили опыта, но и не истратили материалы.]

// HASH_VALUE 0D6C6FF210A0FA22
// INDEX 5751
rpjob_c_05day	[$integer$) 1/2 дня]

// HASH_VALUE D249DAD65DC0189E
// INDEX 5752
rpjob_c_0c	[$integer$) 0°C]

// HASH_VALUE CE4282DA08F301AC
// INDEX 5753
rpjob_c_10c	[$integer$) 10°C]

// HASH_VALUE 0C1069FF1611723A
