// HASH_VALUE 7C0DD08E0B74B048
// INDEX 0
abandon_mission	[&TSK&Vous avez abandonné une mission.]
mission_zorai_01_title_sm_cast_spell	[Lancer un sort]

// HASH_VALUE 5BF35FFC4773448E
// INDEX 4710
mission_zorai_02_mis_desc	[Apprendre à convertir l'expérience gagnée en nouvelles techniques et pouvoirs]

// HASH_VALUE EC38D82D8C663F57
// INDEX 4711
mission_zorai_02_mis_title	[Premiers pas en magie #3]

// HASH_VALUE 532222B47254D386
// INDEX 4712
mission_zorai_02_msg_box_xp_and_trainers	[@{W450}Il est temps pour vous de convertir l'expérience que vous avez gagnée.\n
	Vous avez dû le remarquer, lorsque vous effectuez certaines tâches (en magie, en combat, en artisanat ou en forage) vous gagnez de l'expérience, lorsque vous en avez acquis suffisamment, vous progressez d'un niveau dans la compétence correspondante.\n
	Ce passage d'un niveau à un autre vous est annoncé par une aura brillante entourant votre personnage, accompagnée d'un message. Pour consulter l'état d'avancement de votre expérience et de vos niveaux, allez dans la @{F90F}fenêtre Actions@{FFFF} (@{F90F}touche B@{FFFF}). Chaque fois que vous gagnez un niveau, vous recevez 10 points de compétence. Ce sont ces points de compétence que vous pourrez échanger contre de nouvelles techniques, pouvoirs ou améliorations de caractéristiques, auprès d'un entraîneur.\n
	Pour voir la quantité de points de compétence dont vous disposez, consultez l'encart Points de Compétence de la @{F90F}fenêtre Identité@{FFFF} (@{F90F}touche P@{FFFF}).Chaque entraîneur est spécialisé dans l'un des quatre principaux domaines d'actions (magie, combat, artisanat ou forage) et ne peut convertir que les points que vous avez acquis dans son domaine.\n
	Plus votre niveau dans l'un de ces domaines est élevé et plus large sera le choix de techniques que vous pourrez acquérir.]

// HASH_VALUE 7251F602F036EBC6
// INDEX 4713
mission_zorai_02_p_ans_no	[Je suis déjà allé voir l'entraîneur, je souhaite continuer la leçon.]

// HASH_VALUE 9B11C5666716F61F
// INDEX 4714
mission_zorai_02_p_ans_yes	[Très bien, je vais voir l'Entraîneur de Magiciens de ce pas, je reviendrai vous voir après.]

// HASH_VALUE 9FFEF97738CB30C3
// INDEX 4715
mission_zorai_02_p_dc_brief	[Laissons un instant la magie de côté pour aborder un problème plus général. Quelque soit ton domaine de compétences, qu'il s'agisse de la magie, de l'artisanat, du forage ou encore du combat, tu ne pourras progresser que par la pratique. Par exemple, plus tu uses de ton épée en combat, et plus tu gagnes d'expérience dans ce domaine. Une fois que tu as acquis suffisamment d'expérience, tu peux aller voir un entraîneur qui pourra alors t'enseigner de nouvelles techniques ou de nouveaux pouvoirs. Tu trouveras des entraîneurs dans n'importe quelle ville ou village.{break}Tu as d'ailleurs dû gagner de l'expérience en magie pendant la mission que tu viens d'effectuer, je te conseille donc, si ce n'est déjà fait, d'aller voir un entraîneur en magie afin qu'il t'enseigne de nouvelles compétences, tu reviendras me voir par la suite.{break}Si je peux me permettre de te donner un conseil, tu devrais, pour commencer, demander à l'entraîneur qu'il renforce ta constitution et ta capacité en sève, tu en auras bien besoin. De plus, il serait sage que tu acquières le sort de Régénération de Vie, il te permettra de soigner tes frères Homins. Tu verras bien vite que l'entraide peut s'avérer salutaire sur ces terres hostiles. Maintenant, tu es libre de suivre ou non mes conseils.]

// HASH_VALUE 43960F76E020ABC0
// INDEX 4716
mission_zorai_02_p_ldc_end	[Fort bien ! Nous n'allons pas tarder à passer aux choses sérieuses, mais je crains que tu ne manques encore un peu d'expérience. De plus, le sort de combat que tu utilises actuellement me paraît un peu faible. Repars t'entraîner en forêt jusqu'à ce que ton expérience te permette d'acquérir un sort de combat plus puissant. Reviens me voir une fois que tu l'as.]

// HASH_VALUE EB8C9428B1BF5B60
// INDEX 4717
mission_zorai_02_p_msgbox_trainer_magic	[@{W500}Bien, vous avez trouvé un entraîneur.\n
	Un entraîneur vous permet de dépenser les points de compétence que vous avez acquis pour acheter de nouvelles briques, de nouvelles actions ou des mises à niveau de caractéristiques.\n
	Une action est composée de plusieurs briques, l'achat d'une action équivaut donc à acheter l'ensemble des briques qui la compose. Pour accéder aux services de cet entraîneur, cliquez de nouveau sur lui : une liste des éléments qu'il vous propose s'affiche alors. Pour obtenir des informations sur l'un des éléments présents, faites un clic droit sur l'icône correspondant.\n
	Pour exemple, examinons l'élément @{F90F}Dégâts de Froid 1@{FFFF}, il s'agit là d'une action qui se compose de 5 briques :\n
	-@{T5}Plan du sort @{F90F}Missile Atysien@{FFFF}, qui définit l'action comme étant un sort offensif\n
	-@{T5}Effet du Sort @{F90F}Dégât de Froid 1@{FFFF}, qui définit la nature exacte et la puissance de ce sort offensif (sort de type froid, niveau 1)\n
	-@{T5}et 3 types différents de @{F90F}crédits@{FFFF}, nous reviendrons ultérieurement sur la notion de crédits, sachez juste pour le moment qu'il s'agit de pénalités indispensables à l'équilibre naturel d'un sort. Vous pouvez voir dans cette même liste d'éléments que vous propose l'entraîneur, des mises à niveau de caractéristiques, elles sont de deux types :\n
	-@{T5}celles dont les icônes représentent deux gouttes sur un fond sombre correspondent à une augmentation du maximum d'une caractéristique (@{F90F}Constitution 1@{FFFF} et @{F90F}Intelligence 1@{FFFF} dans le cas présent)\n
	-@{T5}celles dont les icônes représentent une goutte à moitié pleine sur fond sombre correspondent à une amélioration de la vitesse de regain d'une caractéristique (@{F90F}Métabolisme 1@{FFFF} et @{F90F}Sagesse 1@{FFFF})\n
	Vous pouvez maintenant faire vos choix.]

// HASH_VALUE CB2681D7190987EF
// INDEX 4718
mission_zorai_02_p_msgtitle_box_xp_and_trainers	[Expérience et points de compétence]

// HASH_VALUE C4567A5D995BD8A0
// INDEX 4719
mission_zorai_02_p_msgtitle_trainers_magic	[Les entraîneurs de magie]

// HASH_VALUE A75A40B82E259FAC
// INDEX 4720
mission_zorai_02_p_ovlt2_trainer	[Passez voir l'entraîneur en magie.]

// HASH_VALUE 2C6B0357992540BF
// INDEX 4721
mission_zorai_02_p_ovl_giver	[Retournez voir $givervar$]

// HASH_VALUE 97942DE0A949DE7D
// INDEX 4722
mission_zorai_02_p_t2_giver	[J'en ai terminé avec l'entraîneur, passons à la suite.]

// HASH_VALUE C4F8A1361DE8EBBC
// INDEX 4723
mission_zorai_02_p_t2_trainer	[Bonjour, je viens m'entraîner.]

// HASH_VALUE 116B68BCFA762D42
// INDEX 4724
mission_zorai_03_mis_desc	[Apprendre à manipuler les sorts de plus haut rang.]

// HASH_VALUE 5424EF4CDD415056
// INDEX 4725
mission_zorai_03_mis_title	[La naissance d'un mage #1]

// HASH_VALUE 3FDE85B7081CD914
// INDEX 4726
mission_zorai_03_p_ldc_end	[Très bien, j'espère que tu auras compris à quel point il est important de savoir développer ses propres techniques. Puisque tu sembles prêt, passons à la suite.]

// HASH_VALUE 04C2DD5918296E54
// INDEX 4727
mission_zorai_03_p_ldc_exit_spells	[Peut être te sens tu suffisamment puissant pour passer à la suite, mais comme je te l'ai déjà dit, tu auras besoin d'un sort de combat de niveau 2. Procures t'en un et reviens me voir par la suite]

// HASH_VALUE 0DB002F0C574C3A8
// INDEX 4728
mission_zorai_03_p_ldc_spell_ok_m	[Bien. Ce que je vais t'enseigner maintenant est d'une importance capitale.\n
	Sache que tu peux développer tes propres techniques et pouvoirs à partir de ce que tu as pu apprendre auprès des entraîneurs.\n
	Un bon mage se doit de préparer ses propres sorts.{break}Utilise les sorts que t'ont enseignés les entraîneurs, exerce toi à créer tes propres sorts et si tu en sens le besoin, va tester ces nouvelles techniques en forêt, tu pourras ainsi te rendre compte par toi-même de celles qui sont le plus efficaces. Reviens me voir quand tu te sens prêt.]

// HASH_VALUE 0D92DFF0C574C3A8
// INDEX 4729
mission_zorai_03_p_ldc_spell_ok_f	[Bien. Ce que je vais t'enseigner maintenant est d'une importance capitale.\n
	Sache que tu peux développer tes propres techniques et pouvoirs à partir de ce que tu as pu apprendre auprès des entraîneurs.\n
	Un bon mage se doit de préparer ses propres sorts.{break}Utilise les sorts que t'ont enseignés les entraîneurs, exerce toi à créer tes propres sorts et si tu en sens le besoin, va tester ces nouvelles techniques en forêt, tu pourras ainsi te rendre compte par toi-même de celles qui sont le plus efficaces. Reviens me voir quand tu te sens prête.]

// HASH_VALUE DA67008C1D605CF9
// INDEX 4730
mission_zorai_03_p_msgbox_actions	[@{W500}Les briques que vous avez acquises auprès des entraîneurs le sont définitivement et peuvent être utilisées comme bon vous semble pour constituer de nouvelles actions. Vous pouvez modifier une action existante en cliquant avec le bouton droit sur son icône dans la barre des actions, puis en choisissant @{F90F}Editer Action@{FFFF}. Vous pouvez aussi en créer une nouvelle en cliquant avec le bouton droit sur un emplacement libre et en choisissant @{F90F}Nouvelle Action@{FFFF}.\n
	Observons ensemble une action existante pour en comprendre le fonctionnement. Editez l'action @{F90F}Dégats d'Acide 1@{FFFF}. La fenêtre qui vient de s'ouvrir contient les briques qui composent l'action. On remarque deux types de briques : les effets et les crédits. Les effets déterminent la nature, la puissance et les fonctionnalités de votre action. Vous pouvez ajouter des effets à votre action à partir de l'icône @{F90F}Ajouter Option@{FFFF}. Plus il y a d'effets dans votre action ou plus ils sont puissants, et plus votre action est coûteuse en @{FF0F}points d'action@{FFFF} (points inscrits en jaune).\n
	Pour que votre action puisse fonctionner, vous devez contrebalancer le total de points d'action par le total de @{0F0F}points de crédit@{FFFF} (points inscrits en vert). Le total de points de crédit doit impérativement être supérieur ou égal au total de points d'action.\n
	Les briques de crédit sont donc indispensables à l'équilibre d'une action bien qu'il s'agisse de pénalités : le @{F90F}crédit de Portée@{FFFF}, par exemple, réduit la portée du sort, plus son niveau est élevé, plus il introduit de points de crédits dans votre action et plus la portée de votre sort est courte. Vous pouvez rajouter une nouvelle brique de crédit en cliquant sur l'icône @{F90F}Ajouter Crédit@{FFFF}. Plus vous obtiendrez de briques chez les entraîneurs et plus vous aurez de combinaisons possibles pour vos actions. Il est essentiel de bien paramétrer vos actions, votre efficacité en dépend, mais il n'y pas de configuration idéale pour une action, tout dépends de vos besoins et de vos stratégies. Voici un exemple probant : vous pouvez attribuer à un sort d'Acide un puissant crédit de Sève de manière à ce qu'aucun autre type de crédit ne soit nécessaire, votre sort aura  alors une longue portée et un temps d'incantation très court mais sera très couteux en Sève ; inversement, vous pouvez remplacer ce crédit de Sève par un puissant crédit de Portée, votre sort ne pourra alors être utilisé qu'à bout portant mais sera utilisable à l'infini puisque non consommateur de Sève ! ]

// HASH_VALUE EBAD576FEF673094
// INDEX 4731
mission_zorai_03_p_ovl_t2_ready	[Entraînez-vous à mettre au point vos propres sorts et retournez voir $givervar$ quand vous vous sentez prêt]

// HASH_VALUE 3AD680A15E8F95D8
// INDEX 4732
mission_zorai_03_p_t2_ovl_start	[Entraîne toi en magie jusqu'au niveau 10, procure toi un sort de combat de niveau 2 (Froid ou Acide) puis retourne voir $givervar$]

// HASH_VALUE F70F32B55EBAB369
// INDEX 4733
mission_zorai_03_p_t2_ready	[Je suis prêt pour passer à la suite.]

// HASH_VALUE 890ACD0B18CBB3AD
// INDEX 4734
mission_zorai_03_p_t2_start	[Je suis prêt, nous pouvons continuer.]

// HASH_VALUE 03DD238EE8D4BFAE
// INDEX 4735
mission_zorai_03_p_titlebox_actions	[Créer des actions]

// HASH_VALUE 6E65A4D03F052FC5
// INDEX 4736
mission_zorai_04_mis_desc	[Trouver sa place dans l'équipe.]

// HASH_VALUE 5424EF4DDD415056
// INDEX 4737
mission_zorai_04_mis_title	[La naissance d'un mage #2]

// HASH_VALUE 34AF640CEB86A796
// INDEX 4738
mission_zorai_04_p_ldc_end_skill	[Bien, nous pouvons passer à la suite.]

// HASH_VALUE 867F8AB129A49D0C
// INDEX 4739
mission_zorai_04_p_ldc_exit	[Hélas, je vois que tu ne possèdes pas encore le sort d'enracinement. Pars l'acquérir chez l'entraîneur et si tu n'as pas assez de points de compétence, tu sais ce qu'il te reste à faire : repartir t'entraîner en foret.\n
	Tu reviendras me voir une fois que tu l'auras.]

// HASH_VALUE CD7DC38E8D116A3B
// INDEX 4740
mission_zorai_04_p_ldc_lie	[Tu me mens, retourne acquérir ce sort, nous ne pourrons rien faire sans.]

// HASH_VALUE E386AB3A63E24C3B
// INDEX 4741
mission_zorai_04_p_ldc_start	[Je suis heureux de voir l'intérêt que tu portes à la magie. Sa connaissance peut te conférer de bien puissants pouvoirs.\n
	Cela dit, ne va surtout pas t'imaginer qu'il est facile de devenir mage et que cela soit sans danger.\n
	Pour tirer pleinement partie de la sève, un mage ne doit pas se couvrir d'armures encombrantes, cela amenuiserait considérablement ses pouvoirs magiques, ce qui bien entendu le rend très vulnérable.\n
	Tu découvriras donc bien vite l'utilité d'une escorte de guerriers lorsque tu évolues sur des terres hostiles.{break}Maintenant, à toi de mettre en pratique cette leçon.\n
	Dans la région que l'on nomme Terrain de Chasse se trouvent des créatures bien plus puissantes que les quelques yubos que tu viens de combattre : ce sont les Rendors.\n
	Leur peau est aussi impénétrable que l'écorce de l'arbre et de leurs pattes puissantes, ils peuvent piétiner leurs adversaires avec violence.\n
	Je te demanderai donc d'aller en tuer dix. Comme je te l'ai dit, les Rendors sont dangereux, trouve toi donc un ou plusieurs équipiers qui sachent manier l'épée et partez accomplir cette épreuve en équipe.\n
	Reviens me voir une fois ta mission accomplie.]

// HASH_VALUE 3F1893A7FF85E8FE
// INDEX 4742
mission_zorai_04_p_ldc_tache	[Je constate avec grand plaisir que tu progresses à grands pas. La tâche que tu viens d'accomplir n'avait rien de simple mais tu t'en es sorti brillamment. Je suis fier de toi.\n
	Nous allons pouvoir continuer ta formation. Je vais maintenant t'apprendre à tisser des liens magiques avec ton ennemi. Tu auras besoin pour cela du sort d'Enracinement.]

// HASH_VALUE E6B58430E95F8DB5
// INDEX 4743
mission_zorai_04_p_msgbox_team	[@{W400}Joueur et PNJ se différencient par la couleur de leur nom : les noms de joueurs apparaissent en bleu et ceux des PNJ apparaissent en blanc.\n
	Il existe trois manières de communiquer avec un autre joueur :\n
	-@{T5}via le @{F90F}canal alentours@{FFFF} : tous les joueurs se trouvant à proximité de votre personnage pourront alors vous entendre\n
	-@{T5}via le @{F90F}canal région@{FFFF} : tous les joueurs présents dans la même région que vous pourront vous entendre, notez que ce canal est très intéressant lorsque vous souhaitez passez une annonce, comme par exemple pour rechercher un équipier\n
