*HASH_VALUE	sbrick ID	name	named	p	pd	ia	da	pia	pda	description	description2
-	bccpea10	Zertrümmernde Granatenwerfer-Munition	Zertrümmernde Granatenwerfer-Munition	Zertrümmernde Granatenwerfer-Munition	Zertrümmernde Granatenwerfer-Munition	ein	der		die	Handwerksplan: Zertrümmernde Granatenwerfer-Munition	
-	bccpea11	Durchbohrende Granatenwerfer-Munition	Durchbohrende Granatenwerfer-Munition	Durchbohrende Granatenwerfer-Munition	Durchbohrende Granatenwerfer-Munition	ein	der		die	Handwerksplan: Durchbohrende Granatenwerfer-Munition	
-	bccpea12	Zerschneidende Granatenwerfer-Munition	Zerschneidende Granatenwerfer-Munition	Zerschneidende Granatenwerfer-Munition	Zerschneidende Granatenwerfer-Munition	ein	der		die	Handwerksplan: Zerschneidende Granatenwerfer-Munition	
-	bccpea13	Zertrümmernde Bogenpistolen-Munition	Zertrümmernde Bogenpistolen-Munition	Zertrümmernde Bogenpistolen-Munition	Zertrümmernde Bogenpistolen-Munition	ein	der		die	Handwerksplan: Zertrümmernde Bogenpistolen-Munition	
-	bccpea14	Durchbohrende Bogenpistolen-Munition	Durchbohrende Bogenpistolen-Munition	Durchbohrende Bogenpistolen-Munition	Durchbohrende Bogenpistolen-Munition	ein	der		die	Handwerksplan: Durchbohrende Bogenpistolen-Munition	
-	bccpea15	Zerschneidende Bogenpistolen-Munition	Zerschneidende Bogenpistolen-Munition	Zerschneidende Bogenpistolen-Munition	Zerschneidende Bogenpistolen-Munition	ein	der		die	Handwerksplan: Zerschneidende Bogenpistolen-Munition	
-	bccpea16	Zertrümmernde Pistolen-Munition	Zertrümmernde Pistolen-Munition	Zertrümmernde Pistolen-Munition	Zertrümmernde Pistolen-Munition	ein	der		die	Handwerksplan: Zertrümmernde Pistolen-Munition	
-	bccpea17	Durchbohrende Pistolen-Munition	Durchbohrende Pistolen-Munition	Durchbohrende Pistolen-Munition	Durchbohrende Pistolen-Munition	ein	der		die	Handwerksplan: Durchbohrende Pistolen-Munition	
-	bccpea18	Zerschneidende Pistolen-Munition	Zerschneidende Pistolen-Munition	Zerschneidende Pistolen-Munition	Zerschneidende Pistolen-Munition	ein	der		die	Handwerksplan: Zerschneidende Pistolen-Munition	
-	bccpea19	Zertrümmernde Gewehr-Munition	Zertrümmernde Gewehr-Munition	Zertrümmernde Gewehr-Munition	Zertrümmernde Gewehr-Munition	ein	der		die	Handwerksplan: Zertrümmernde Gewehr-Munition	
-	bccpea20	Durchbohrende Gewehr-Munition	Durchbohrende Gewehr-Munition	Durchbohrende Gewehr-Munition	Durchbohrende Gewehr-Munition	ein	der		die	Handwerksplan: Durchbohrende Gewehr-Munition	
-	bccpea21	Zerschneidende Gewehr-Munition	Zerschneidende Gewehr-Munition	Zerschneidende Gewehr-Munition	Zerschneidende Gewehr-Munition	ein	der		die	Handwerksplan: Zerschneidende Gewehr-Munition	
-	bccsea01	Beschützer 	Beschützer 	Beschützer 	Beschützer 	ein	der		die	Handwerksplan: Beschützer	
-	bccsea02	Schild	Schild	Schild	Schild	ein	der		die	Handwerksplan: Schild	
-	bcoa01	Lebens-Bonus auf Handwerkserzeugnis 1	Lebens-Bonus auf Handwerkserzeugnis 1 	Lebens-Boni auf Handwerkserzeugnis 1 	Lebens-Boni auf Handwerkserzeugnis 1 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa02	Lebens-Bonus auf Handwerkserzeugnis 2 	Lebens-Bonus auf Handwerkserzeugnis 2 	Lebens-Boni auf Handwerkserzeugnis 2 	Lebens-Boni auf Handwerkserzeugnis 2 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa03	Lebens-Bonus auf Handwerkserzeugnis 3 	Lebens-Bonus auf Handwerkserzeugnis 3 	Lebens-Boni auf Handwerkserzeugnis 3 	Lebens-Boni auf Handwerkserzeugnis 3 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa04	Lebens-Bonus auf Handwerkserzeugnis 4 	Lebens-Bonus auf Handwerkserzeugnis 4 	Lebens-Boni auf Handwerkserzeugnis 4 	Lebens-Boni auf Handwerkserzeugnis 4 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa05	Lebens-Bonus auf Handwerkserzeugnis 5 	Lebens-Bonus auf Handwerkserzeugnis 5 	Lebens-Boni auf Handwerkserzeugnis 5 	Lebens-Boni auf Handwerkserzeugnis 5 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa06	Lebens-Bonus auf Handwerkserzeugnis 6 	Lebens-Bonus auf Handwerkserzeugnis 6 	Lebens-Boni auf Handwerkserzeugnis 6 	Lebens-Boni auf Handwerkserzeugnis 6 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa07	Lebens-Bonus auf Handwerkserzeugnis 7 	Lebens-Bonus auf Handwerkserzeugnis 7 	Lebens-Boni auf Handwerkserzeugnis 7 	Lebens-Boni auf Handwerkserzeugnis 7 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa08	Lebens-Bonus auf Handwerkserzeugnis 8 	Lebens-Bonus auf Handwerkserzeugnis 8 	Lebens-Boni auf Handwerkserzeugnis 8 	Lebens-Boni auf Handwerkserzeugnis 8 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa09	Lebens-Bonus auf Handwerkserzeugnis 9 	Lebens-Bonus auf Handwerkserzeugnis 9 	Lebens-Boni auf Handwerkserzeugnis 9 	Lebens-Boni auf Handwerkserzeugnis 9 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa10	Lebens-Bonus auf Handwerkserzeugnis 10 	Lebens-Bonus auf Handwerkserzeugnis 10 	Lebens-Boni auf Handwerkserzeugnis 10 	Lebens-Boni auf Handwerkserzeugnis 10 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa11	Lebens-Bonus auf Handwerkserzeugnis 11 	Lebens-Bonus auf Handwerkserzeugnis 11 	Lebens-Boni auf Handwerkserzeugnis 11 	Lebens-Boni auf Handwerkserzeugnis 11 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa12	Lebens-Bonus auf Handwerkserzeugnis 12 	Lebens-Bonus auf Handwerkserzeugnis 12 	Lebens-Boni auf Handwerkserzeugnis 12 	Lebens-Boni auf Handwerkserzeugnis 12 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa13	Lebens-Bonus auf Handwerkserzeugnis 13 	Lebens-Bonus auf Handwerkserzeugnis 13 	Lebens-Boni auf Handwerkserzeugnis 13 	Lebens-Boni auf Handwerkserzeugnis 13 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa14	Lebens-Bonus auf Handwerkserzeugnis 14 	Lebens-Bonus auf Handwerkserzeugnis 14 	Lebens-Boni auf Handwerkserzeugnis 14 	Lebens-Boni auf Handwerkserzeugnis 14 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa15	Lebens-Bonus auf Handwerkserzeugnis 15 	Lebens-Bonus auf Handwerkserzeugnis 15 	Lebens-Boni auf Handwerkserzeugnis 15 	Lebens-Boni auf Handwerkserzeugnis 15 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa16	Lebens-Bonus auf Handwerkserzeugnis 16 	Lebens-Bonus auf Handwerkserzeugnis 16 	Lebens-Boni auf Handwerkserzeugnis 16 	Lebens-Boni auf Handwerkserzeugnis 16 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa17	Lebens-Bonus auf Handwerkserzeugnis 17 	Lebens-Bonus auf Handwerkserzeugnis 17 	Lebens-Boni auf Handwerkserzeugnis 17 	Lebens-Boni auf Handwerkserzeugnis 17 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa18	Lebens-Bonus auf Handwerkserzeugnis 18 	Lebens-Bonus auf Handwerkserzeugnis 18 	Lebens-Boni auf Handwerkserzeugnis 18 	Lebens-Boni auf Handwerkserzeugnis 18 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa19	Lebens-Bonus auf Handwerkserzeugnis 19 	Lebens-Bonus auf Handwerkserzeugnis 19 	Lebens-Boni auf Handwerkserzeugnis 19 	Lebens-Boni auf Handwerkserzeugnis 19 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa20	Lebens-Bonus auf Handwerkserzeugnis 20 	Lebens-Bonus auf Handwerkserzeugnis 20 	Lebens-Boni auf Handwerkserzeugnis 20 	Lebens-Boni auf Handwerkserzeugnis 20 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa21	Lebens-Bonus auf Handwerkserzeugnis 21 	Lebens-Bonus auf Handwerkserzeugnis 21 	Lebens-Boni auf Handwerkserzeugnis 21 	Lebens-Boni auf Handwerkserzeugnis 21 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa22	Lebens-Bonus auf Handwerkserzeugnis 22 	Lebens-Bonus auf Handwerkserzeugnis 22 	Lebens-Boni auf Handwerkserzeugnis 22 	Lebens-Boni auf Handwerkserzeugnis 22 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa23	Lebens-Bonus auf Handwerkserzeugnis 23 	Lebens-Bonus auf Handwerkserzeugnis 23 	Lebens-Boni auf Handwerkserzeugnis 23 	Lebens-Boni auf Handwerkserzeugnis 23 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa24	Lebens-Bonus auf Handwerkserzeugnis 24 	Lebens-Bonus auf Handwerkserzeugnis 24 	Lebens-Boni auf Handwerkserzeugnis 24 	Lebens-Boni auf Handwerkserzeugnis 24 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcoa25	Lebens-Bonus auf Handwerkserzeugnis 25 	Lebens-Bonus auf Handwerkserzeugnis 25 	Lebens-Boni auf Handwerkserzeugnis 25 	Lebens-Boni auf Handwerkserzeugnis 25 	ein	der		die	Erhöht die maximale Lebenskraft des Trägers um $cr_hp. 	Lebens-Bonus auf Handwerkserzeugnis: $cr_hp
-	bcob01	Sap-Bonus auf Handwerkserzeugnis 1	Sap-Bonus auf Handwerkserzeugnis 1  	Sap-Boni auf Handwerkserzeugnis 1  	Sap-Boni auf Handwerkserzeugnis 1  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob02	Sap-Bonus auf Handwerkserzeugnis 2  	Sap-Bonus auf Handwerkserzeugnis 2  	Sap-Boni auf Handwerkserzeugnis 2  	Sap-Boni auf Handwerkserzeugnis 2  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob03	Sap-Bonus auf Handwerkserzeugnis 3  	Sap-Bonus auf Handwerkserzeugnis 3  	Sap-Boni auf Handwerkserzeugnis 3  	Sap-Boni auf Handwerkserzeugnis 3  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob04	Sap-Bonus auf Handwerkserzeugnis 4  	Sap-Bonus auf Handwerkserzeugnis 4  	Sap-Boni auf Handwerkserzeugnis 4  	Sap-Boni auf Handwerkserzeugnis 4  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob05	Sap-Bonus auf Handwerkserzeugnis 5  	Sap-Bonus auf Handwerkserzeugnis 5  	Sap-Boni auf Handwerkserzeugnis 5  	Sap-Boni auf Handwerkserzeugnis 5  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob06	Sap-Bonus auf Handwerkserzeugnis 6  	Sap-Bonus auf Handwerkserzeugnis 6  	Sap-Boni auf Handwerkserzeugnis 6  	Sap-Boni auf Handwerkserzeugnis 6  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob07	Sap-Bonus auf Handwerkserzeugnis 7  	Sap-Bonus auf Handwerkserzeugnis 7  	Sap-Boni auf Handwerkserzeugnis 7  	Sap-Boni auf Handwerkserzeugnis 7  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob08	Sap-Bonus auf Handwerkserzeugnis 8  	Sap-Bonus auf Handwerkserzeugnis 8  	Sap-Boni auf Handwerkserzeugnis 8  	Sap-Boni auf Handwerkserzeugnis 8  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob09	Sap-Bonus auf Handwerkserzeugnis 9  	Sap-Bonus auf Handwerkserzeugnis 9  	Sap-Boni auf Handwerkserzeugnis 9  	Sap-Boni auf Handwerkserzeugnis 9  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob10	Sap-Bonus auf Handwerkserzeugnis 10  	Sap-Bonus auf Handwerkserzeugnis 10  	Sap-Boni auf Handwerkserzeugnis 10  	Sap-Boni auf Handwerkserzeugnis 10  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob11	Sap-Bonus auf Handwerkserzeugnis 11  	Sap-Bonus auf Handwerkserzeugnis 11  	Sap-Boni auf Handwerkserzeugnis 11  	Sap-Boni auf Handwerkserzeugnis 11  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob12	Sap-Bonus auf Handwerkserzeugnis 12  	Sap-Bonus auf Handwerkserzeugnis 12  	Sap-Boni auf Handwerkserzeugnis 12  	Sap-Boni auf Handwerkserzeugnis 12  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob13	Sap-Bonus auf Handwerkserzeugnis 13  	Sap-Bonus auf Handwerkserzeugnis 13  	Sap-Boni auf Handwerkserzeugnis 13  	Sap-Boni auf Handwerkserzeugnis 13  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob14	Sap-Bonus auf Handwerkserzeugnis 14  	Sap-Bonus auf Handwerkserzeugnis 14  	Sap-Boni auf Handwerkserzeugnis 14  	Sap-Boni auf Handwerkserzeugnis 14  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob15	Sap-Bonus auf Handwerkserzeugnis 15  	Sap-Bonus auf Handwerkserzeugnis 15  	Sap-Boni auf Handwerkserzeugnis 15  	Sap-Boni auf Handwerkserzeugnis 15  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob16	Sap-Bonus auf Handwerkserzeugnis 16  	Sap-Bonus auf Handwerkserzeugnis 16  	Sap-Boni auf Handwerkserzeugnis 16  	Sap-Boni auf Handwerkserzeugnis 16  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob17	Sap-Bonus auf Handwerkserzeugnis 17  	Sap-Bonus auf Handwerkserzeugnis 17  	Sap-Boni auf Handwerkserzeugnis 17  	Sap-Boni auf Handwerkserzeugnis 17  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob18	Sap-Bonus auf Handwerkserzeugnis 18  	Sap-Bonus auf Handwerkserzeugnis 18  	Sap-Boni auf Handwerkserzeugnis 18  	Sap-Boni auf Handwerkserzeugnis 18  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob19	Sap-Bonus auf Handwerkserzeugnis 19  	Sap-Bonus auf Handwerkserzeugnis 19  	Sap-Boni auf Handwerkserzeugnis 19  	Sap-Boni auf Handwerkserzeugnis 19  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob20	Sap-Bonus auf Handwerkserzeugnis 20  	Sap-Bonus auf Handwerkserzeugnis 20  	Sap-Boni auf Handwerkserzeugnis 20  	Sap-Boni auf Handwerkserzeugnis 20  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob21	Sap-Bonus auf Handwerkserzeugnis 21  	Sap-Bonus auf Handwerkserzeugnis 21  	Sap-Boni auf Handwerkserzeugnis 21  	Sap-Boni auf Handwerkserzeugnis 21  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob22	Sap-Bonus auf Handwerkserzeugnis 22  	Sap-Bonus auf Handwerkserzeugnis 22  	Sap-Boni auf Handwerkserzeugnis 22  	Sap-Boni auf Handwerkserzeugnis 22  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob23	Sap-Bonus auf Handwerkserzeugnis 23  	Sap-Bonus auf Handwerkserzeugnis 23  	Sap-Boni auf Handwerkserzeugnis 23  	Sap-Boni auf Handwerkserzeugnis 23  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob24	Sap-Bonus auf Handwerkserzeugnis 24  	Sap-Bonus auf Handwerkserzeugnis 24  	Sap-Boni auf Handwerkserzeugnis 24  	Sap-Boni auf Handwerkserzeugnis 24  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcob25	Sap-Bonus auf Handwerkserzeugnis 25  	Sap-Bonus auf Handwerkserzeugnis 25  	Sap-Boni auf Handwerkserzeugnis 25  	Sap-Boni auf Handwerkserzeugnis 25  	ein	der		die	Erhöht den maximalen Sap des Trägers um $cr_sap.	Sap-Bonus auf Handwerkserzeugnis: $cr_sap
-	bcoc01	Ausdauer-Bonus auf Handwerkserzeugnis 1	Ausdauer-Bonus auf Handwerkserzeugnis 1  	Ausdauer-Boni auf Handwerkserzeugnis 1  	Ausdauer-Boni auf Handwerkserzeugnis 1  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc02	Ausdauer-Bonus auf Handwerkserzeugnis 2  	Ausdauer-Bonus auf Handwerkserzeugnis 2  	Ausdauer-Boni auf Handwerkserzeugnis 2  	Ausdauer-Boni auf Handwerkserzeugnis 2  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc03	Ausdauer-Bonus auf Handwerkserzeugnis 3  	Ausdauer-Bonus auf Handwerkserzeugnis 3  	Ausdauer-Boni auf Handwerkserzeugnis 3  	Ausdauer-Boni auf Handwerkserzeugnis 3  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc04	Ausdauer-Bonus auf Handwerkserzeugnis 4  	Ausdauer-Bonus auf Handwerkserzeugnis 4  	Ausdauer-Boni auf Handwerkserzeugnis 4  	Ausdauer-Boni auf Handwerkserzeugnis 4  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc05	Ausdauer-Bonus auf Handwerkserzeugnis 5  	Ausdauer-Bonus auf Handwerkserzeugnis 5  	Ausdauer-Boni auf Handwerkserzeugnis 5  	Ausdauer-Boni auf Handwerkserzeugnis 5  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc06	Ausdauer-Bonus auf Handwerkserzeugnis 6  	Ausdauer-Bonus auf Handwerkserzeugnis 6  	Ausdauer-Boni auf Handwerkserzeugnis 6  	Ausdauer-Boni auf Handwerkserzeugnis 6  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc07	Ausdauer-Bonus auf Handwerkserzeugnis 7  	Ausdauer-Bonus auf Handwerkserzeugnis 7  	Ausdauer-Boni auf Handwerkserzeugnis 7  	Ausdauer-Boni auf Handwerkserzeugnis 7  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc08	Ausdauer-Bonus auf Handwerkserzeugnis 8  	Ausdauer-Bonus auf Handwerkserzeugnis 8  	Ausdauer-Boni auf Handwerkserzeugnis 8  	Ausdauer-Boni auf Handwerkserzeugnis 8  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc09	Ausdauer-Bonus auf Handwerkserzeugnis 9  	Ausdauer-Bonus auf Handwerkserzeugnis 9  	Ausdauer-Boni auf Handwerkserzeugnis 9  	Ausdauer-Boni auf Handwerkserzeugnis 9  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc10	Ausdauer-Bonus auf Handwerkserzeugnis 10  	Ausdauer-Bonus auf Handwerkserzeugnis 10  	Ausdauer-Boni auf Handwerkserzeugnis 10  	Ausdauer-Boni auf Handwerkserzeugnis 10  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc11	Ausdauer-Bonus auf Handwerkserzeugnis 11  	Ausdauer-Bonus auf Handwerkserzeugnis 11  	Ausdauer-Boni auf Handwerkserzeugnis 11  	Ausdauer-Boni auf Handwerkserzeugnis 11  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc12	Ausdauer-Bonus auf Handwerkserzeugnis 12  	Ausdauer-Bonus auf Handwerkserzeugnis 12  	Ausdauer-Boni auf Handwerkserzeugnis 12  	Ausdauer-Boni auf Handwerkserzeugnis 12  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc13	Ausdauer-Bonus auf Handwerkserzeugnis 13  	Ausdauer-Bonus auf Handwerkserzeugnis 13  	Ausdauer-Boni auf Handwerkserzeugnis 13  	Ausdauer-Boni auf Handwerkserzeugnis 13  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc14	Ausdauer-Bonus auf Handwerkserzeugnis 14  	Ausdauer-Bonus auf Handwerkserzeugnis 14  	Ausdauer-Boni auf Handwerkserzeugnis 14  	Ausdauer-Boni auf Handwerkserzeugnis 14  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc15	Ausdauer-Bonus auf Handwerkserzeugnis 15  	Ausdauer-Bonus auf Handwerkserzeugnis 15  	Ausdauer-Boni auf Handwerkserzeugnis 15  	Ausdauer-Boni auf Handwerkserzeugnis 15  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc16	Ausdauer-Bonus auf Handwerkserzeugnis 16  	Ausdauer-Bonus auf Handwerkserzeugnis 16  	Ausdauer-Boni auf Handwerkserzeugnis 16  	Ausdauer-Boni auf Handwerkserzeugnis 16  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc17	Ausdauer-Bonus auf Handwerkserzeugnis 17  	Ausdauer-Bonus auf Handwerkserzeugnis 17  	Ausdauer-Boni auf Handwerkserzeugnis 17  	Ausdauer-Boni auf Handwerkserzeugnis 17  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc18	Ausdauer-Bonus auf Handwerkserzeugnis 18  	Ausdauer-Bonus auf Handwerkserzeugnis 18  	Ausdauer-Boni auf Handwerkserzeugnis 18  	Ausdauer-Boni auf Handwerkserzeugnis 18  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc19	Ausdauer-Bonus auf Handwerkserzeugnis 19  	Ausdauer-Bonus auf Handwerkserzeugnis 19  	Ausdauer-Boni auf Handwerkserzeugnis 19  	Ausdauer-Boni auf Handwerkserzeugnis 19  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
-	bcoc20	Ausdauer-Bonus auf Handwerkserzeugnis 20  	Ausdauer-Bonus auf Handwerkserzeugnis 20  	Ausdauer-Boni auf Handwerkserzeugnis 20  	Ausdauer-Boni auf Handwerkserzeugnis 20  	ein	der		die	Erhöht die maximale Ausdauer des Trägers um $cr_sta.	Ausdauer-Bonus auf Handwerkserzeugnis: $cr_sta
