// HASH_VALUE A575E93668996B62
// INDEX 0
abandon_mission	[&TSK&Has abandonado una misión.]
rangestate6	[El mejor lanzador del mercado, obtenga el suyo ahora!]

// HASH_VALUE 2B1B0BE663D03D58
// INDEX 5107
rangestate7	[Gran variedad de armas de largo alcance, no causa dolor venir a revisarlas.]

// HASH_VALUE 99A5CF86EE34C76D
// INDEX 5108
relevestate1	[Gloria y sufrimiento!]

// HASH_VALUE 5B06DC63C7BE3A70
// INDEX 5109
relevestate2	[Para los Matis!]

// HASH_VALUE D4E6364BD9D4FF18
// INDEX 5110
relevestate3	[Vamos a trabajar!]

// HASH_VALUE C2B6C41771E50CEF
// INDEX 5111
relevestate4	[Aquí vamos!]

// HASH_VALUE D6E175F23FBE2ED5
// INDEX 5112
right_hand_empty	[&CHK&Solo puedes encantar cuando tienes un objeto equipado en tu mano derecha.]

// HASH_VALUE 99DBDD47C79808C4
// INDEX 5113
room_invited_by_m	[&AROUND&$p$ te invita a pasar a su habitación.]

// HASH_VALUE 99DBDD47875808C4
// INDEX 5114
room_invited_by_f	[&AROUND&$p$ te invita a pasar a su habitación.]

// HASH_VALUE C76AF181D904F714
// INDEX 5115
room_you_invite	[&AROUND&Invitas a $p$ a pasar a tu habitación.]

// HASH_VALUE CFA32381A4232420
// INDEX 5116
root_faber_not_first	[&CHK&Las estancias para la fabricación de raíces deben estar en primera posición en la acció! Por favor informar de este error o virus utilizando la frase exacta. Gracias!]

// HASH_VALUE 92231383667C6788
// INDEX 5117
rpjob_allready_have_job_m	[Has alcanzado el número máximo de ocupaciones elementales permitidas.\n
	No puedes convertirte en $jobitem.ia$ $jobitem$.]

// HASH_VALUE 53A667B2B2333AD6
// INDEX 5118
rpjob_allready_have_job_f	[Has alcanzado el máximo número de ocupaciones elementales permitidas.\n
	No puedes convertirte en $jobitem.pia$ $jobitem.p$.]

// HASH_VALUE 1864F522BF5FAB30
// INDEX 5119
rpjob_bag_full	[@{F55F}Tu inventario está lleno!@{FFFF}\n
	\n
	Favor crear espacio en tu inventario para que $givervar$ pueda enviarte una nueva tarea.]

// HASH_VALUE 6098140C7058C494
// INDEX 5120
rpjob_cancel_recipe	[Cancelar]

// HASH_VALUE 6561992F9C797AAB
// INDEX 5121
rpjob_cant_win_xp	[Tu nivel es muy elevado. No ganas ninguna experiencia pero tus materiales no han sido utilizados.]

// HASH_VALUE 0D6C979A1AA0FA22
// INDEX 5122
rpjob_c_05day	[$integer$) 1/2 día]

// HASH_VALUE D249DAD65DC0189E
// INDEX 5123
rpjob_c_0c	[$integer$) 0°C]

// HASH_VALUE CE4282DA08F301AC
// INDEX 5124
rpjob_c_10c	[$integer$) 10°C]

// HASH_VALUE 0D6CCA1BD785B223
// INDEX 5125
rpjob_c_10min	[$integer$) 10 min.]

// HASH_VALUE 0D6CCA14D6E6B223
// INDEX 5126
rpjob_c_10s	[$integer$) 10 seg.]

// HASH_VALUE 0E4282DA08F301AD
// INDEX 5127
rpjob_c_11c	[$integer$) 11°C]

// HASH_VALUE 8E4282DA08F301AF
// INDEX 5128
rpjob_c_13c	[$integer$) 13°C]

// HASH_VALUE 0F4282DA08F301B1
// INDEX 5129
rpjob_c_15c	[$integer$) 15°C]

// HASH_VALUE 8F4282DA08F301B3
// INDEX 5130
rpjob_c_17c	[$integer$) 17°C]

// HASH_VALUE 104282DA08F301B5
// INDEX 5131
rpjob_c_19c	[$integer$) 19°C]

// HASH_VALUE D2D09290E8685C0A
// INDEX 5132
rpjob_c_1day	[$integer$) 1 día]

// HASH_VALUE 0C10691B6C48532A
// INDEX 5133
rpjob_c_1hour	[$integer$) 1 hora]

// HASH_VALUE 5D846B142095A7CD
// INDEX 5134
rpjob_c_1inch	[$integer$) 1 pulgada]

// HASH_VALUE D2D092906ED8A40A
// INDEX 5135
rpjob_c_1min	[$integer$) 1 min]

// HASH_VALUE 0E5282DA08F301AC
// INDEX 5136
rpjob_c_20c	[$integer$) 20°C]

// HASH_VALUE 9B54B7229DE1B35B
// INDEX 5137
rpjob_c_20inches	[$integer$) 20 pulgadas]

// HASH_VALUE 9B54B7229DE1B360
// INDEX 5138
rpjob_c_25inches	[$integer$) 25 pulgadas]

// HASH_VALUE 4C10692DC8F0432B
// INDEX 5139
rpjob_c_2days	[$integer$) 2 días]

// HASH_VALUE 4D6CDF0E2BA4D713
// INDEX 5140
rpjob_c_2hours	[$integer$) 2 horas]

// HASH_VALUE 5AA463235AD57E6A
// INDEX 5141
rpjob_c_2inches	[$integer$) 2 pulgadas]

// HASH_VALUE DB54B7229DE1B35B
// INDEX 5142
rpjob_c_30inches	[$integer$) 30 pulgadas]

// HASH_VALUE 8C106928AAA4723C
// INDEX 5143
rpjob_c_30min	[$integer$) 30 min]

// HASH_VALUE 8C1069212A05723C
// INDEX 5144
rpjob_c_30sec	[$integer$) 30 seg]

// HASH_VALUE DB54B7229DE1B360
// INDEX 5145
rpjob_c_35inches	[$integer$) 35 pulgadas]

// HASH_VALUE 8C1069FDAE11C643
// INDEX 5146
rpjob_c_37_6c	[$integer$) 37.6°C]

// HASH_VALUE 9AA463235AD57E6A
// INDEX 5147
rpjob_c_3inches	[$integer$) 3 pulgadas]

// HASH_VALUE 6E34938A16D2A394
// INDEX 5148
rpjob_c_3_different_flowers	[$integer$) de 3 flores diferentes]

// HASH_VALUE EFC4A112DAA17798
// INDEX 5149
rpjob_c_3_same_flowers	[$integer$) de 3 flores idénticas]

// HASH_VALUE 1C54B7229DE1B35B
// INDEX 5150
rpjob_c_40inches	[$integer$) 40 pulgadas]

// HASH_VALUE 1C54B7229DE1B360
// INDEX 5151
rpjob_c_45inches	[$integer$) 45 pulgadas]

// HASH_VALUE DBA463235AD57E6A
// INDEX 5152
rpjob_c_4inches	[$integer$) 4 pulgadas]

// HASH_VALUE 5C54B7229DE1B35B
// INDEX 5153
rpjob_c_50inches	[$integer$) 50 pulgadas]

// HASH_VALUE 1349EED65DC0189E
// INDEX 5154
rpjob_c_5c	[$integer$) 5°C]

// HASH_VALUE 0E6CDF0E2BA4E313
// INDEX 5155
rpjob_c_5hours	[$integer$) 5 horas]

// HASH_VALUE 1BA463235AD57E6A
// INDEX 5156
rpjob_c_5inches	[$integer$) 5 pulgadas]

// HASH_VALUE E234B722A1D49BCD
// INDEX 5157
rpjob_c_5min	[$integer$) 5 minutos]

// HASH_VALUE 6E34938A16F2A394
// INDEX 5158
rpjob_c_5_different_flowers	[$integer$) de 5 flores diferentes]

// HASH_VALUE 6E34938A16F2A394
// INDEX 5159
rpjob_c_5_same_flowers	[$integer$) de 5 flores diferentes]

// HASH_VALUE 5BA463235AD57E6A
// INDEX 5160
rpjob_c_6inches	[$integer$) 6 pulgadas]

// HASH_VALUE 9349F6D65DC0189E
// INDEX 5161
rpjob_c_7c	[$integer$) 7°C]

// HASH_VALUE 9BA463235AD57E6A
// INDEX 5162
rpjob_c_7inches	[$integer$) 7 pulgadas]

// HASH_VALUE DCA463235AD57E6A
// INDEX 5163
rpjob_c_8hours	[$integer$) 8 pulgadas]

// HASH_VALUE 1449FED65DC0189E
// INDEX 5164
rpjob_c_9c	[$integer$) 9°C]

// HASH_VALUE 6634938A1632A394
// INDEX 5165
rpjob_c_9_different_flowers	[$integer$) De 9 flores diferentes]

// HASH_VALUE 6634938A1632A394
// INDEX 5166
rpjob_c_9_same_flowers	[$integer$) De 9 flores diferentes]

// HASH_VALUE A5239C7CE809F01E
// INDEX 5167
rpjob_c_add_painted	[$integer$) Agregar pétalos pintados]

// HASH_VALUE 10B55E27559974B5
// INDEX 5168
rpjob_c_agglomerate_sheets	[$integer$) Atar las hojas]

// HASH_VALUE DAD0929070D84CA4
// INDEX 5169
rpjob_c_amber	[$integer$) Ambar]

// HASH_VALUE 82D083D0DCD86C98
// INDEX 5170
rpjob_c_amber_box	[$integer$) Caja de ámbar]

// HASH_VALUE 26E0939195E8B463
// INDEX 5171
rpjob_c_around_trunk	[$integer$) Alrededor de un tronco]

// HASH_VALUE C0DA1A9B28395BAF
// INDEX 5172
rpjob_c_attach_ligaments	[$integer$) Juntar con los ligamentos]

// HASH_VALUE 4F04AF479BE583A7
// INDEX 5173
rpjob_c_at_2cm	[$integer$) En 2 pulgadas de suelo]

// HASH_VALUE 4F04AF479BF583A7
// INDEX 5174
rpjob_c_at_3cm	[$integer$) En 3 pulgadas de suelo]

// HASH_VALUE 4F04AF479B1583A7
// INDEX 5175
rpjob_c_at_5cm	[$integer$) En 5 pulgadas de suelo]

// HASH_VALUE 91E45E8E17987FB9
// INDEX 5176
rpjob_c_at_closest_ground	[$integer$) Lo mas cerca del suelo]

// HASH_VALUE A095E7D65B30A3A4
// INDEX 5177
rpjob_c_at_ground	[$integer$) En el suelo]

// HASH_VALUE 1EA5832947946E5B
// INDEX 5178
rpjob_c_at_midway	[$integer$) A la mitad]

// HASH_VALUE 43058313EA789369
// INDEX 5179
rpjob_c_average	[$integer$) Promedio]

// HASH_VALUE 2454872166148B27
// INDEX 5180
rpjob_c_azimuthal	[$integer$) Azimuthal]

// HASH_VALUE 5AD09290E81A9CA8
// INDEX 5181
rpjob_c_bag	[$integer$) Bolsa]

// HASH_VALUE 916C97276AE94462
// INDEX 5182
rpjob_c_bark	[$integer$) Corteza]

// HASH_VALUE 602C53262669E8A7
// INDEX 5183
rpjob_c_bark_thin	[$integer$) Corteza delgada]

// HASH_VALUE 50106926EB1A807C
// INDEX 5184
rpjob_c_barrel	[$integer$) Barril]

// HASH_VALUE 67045BD69821B4A6
// INDEX 5185
rpjob_c_base_for_pen	[$integer$) Porta Pluma]

// HASH_VALUE A95B783048D885C0
// INDEX 5186
rpjob_c_bathe_in_salt	[$integer$) Dejar que se den una duchan]

// HASH_VALUE 916C97276A694458
// INDEX 5187
rpjob_c_beer	[$integer$) Cerveza]

// HASH_VALUE 66426ED8EB19BC8C
// INDEX 5188
rpjob_c_big_barrel	[$integer$) Barril Grande]

// HASH_VALUE 60D09290EEFA7494
// INDEX 5189
rpjob_c_black	[$integer$) Negro]

// HASH_VALUE 1F13822AB639D0AD
// INDEX 5190
rpjob_c_black_blue	[$integer$) Azul y Negro]

// HASH_VALUE 644382DA0885B8BB
// INDEX 5191
rpjob_c_blue	[$integer$) Azul]

// HASH_VALUE 28529A2F48D0C0AE
// INDEX 5192
rpjob_c_blue_red	[$integer$) Rojo y Azul]

// HASH_VALUE D210692DAC599C96
// INDEX 5193
rpjob_c_bones	[$integer$) Huesos]

// HASH_VALUE E5B4A6EE16789CA6
// INDEX 5194
rpjob_c_box_sculpt	[$integer$) Caja Esculpida]

// HASH_VALUE 5010692D6B09B88D
// INDEX 5195
rpjob_c_buds	[$integer$) Brotes]

// HASH_VALUE 12E29BB5D286F242
// INDEX 5196
rpjob_c_buildings	[$integer$) Apartamentos y salones de los gremios]

// HASH_VALUE 1410692CA8F89C9F
// INDEX 5197
rpjob_c_burn	[$integer$) Quemar]

// HASH_VALUE 9010692DEA19707D
// INDEX 5198
rpjob_c_canva	[$integer$) Canvas]

// HASH_VALUE 247DCF0E2554A70E
// INDEX 5199
rpjob_c_carapace	[$integer$) Caparazón]

// HASH_VALUE 6265BB212534BF1B
// INDEX 5200
rpjob_c_case	[$integer$) Envoltura]

// HASH_VALUE BE3483C9E5EAD0B1
// INDEX 5201
rpjob_c_case_sculpt	[$integer$) Bolsa de trabajo]

// HASH_VALUE 901069288919807D
// INDEX 5202
rpjob_c_charcoal	[$integer$) Carbón]

// HASH_VALUE D9119F7735F51546
// INDEX 5203
rpjob_c_charriot_of_mektoub	[$integer$) En una carroza tirada por un Mektoub]

// HASH_VALUE 96B13FBDA136B94B
// INDEX 5204
rpjob_c_charriot_of_mektoubs	[$integer$) En una carroza tirada por dos Mektoubs]

// HASH_VALUE 9010692D2B195884
// INDEX 5205
rpjob_c_chassis	[$integer$) Chasis]

// HASH_VALUE 5C80930DCA480CBB
// INDEX 5206
rpjob_c_city_zora	[$integer$) Ayuntamiento de Zora]

// HASH_VALUE E134B30EA545A319
// INDEX 5207
rpjob_c_cloppasoa	[$integer$) Cloppasoa]

// HASH_VALUE 9EA483281AB576B8
// INDEX 5208
rpjob_c_consolidate	[$integer$) Consolidar]

// HASH_VALUE 81547BCBED29EC86
// INDEX 5209
rpjob_c_cratcha_mouss	[$integer$) Musgo de Cratcha]

// HASH_VALUE 6425BFD1AA98D79A
// INDEX 5210
rpjob_c_crystallized_sap	[$integer$) Savia cristalizada]

// HASH_VALUE E165BB11E185AF1C
// INDEX 5211
rpjob_c_cut	[$integer$) Cortadura]

// HASH_VALUE 116CCBA06CB8485A
// INDEX 5212
rpjob_c_dard	[$integer$) Aguijón]

// HASH_VALUE 2454E31A9A60FC90
// INDEX 5213
rpjob_c_dehydrate	[$integer$) Deshidratar]

// HASH_VALUE DF7CB1A69F7E24D8
// INDEX 5214
rpjob_c_dont_let_stem_and_flower	[$integer$) Solo dejar la corriente y la flor]

// HASH_VALUE D5F583CFE8783FA7
// INDEX 5215
rpjob_c_do_nothing	[$integer$) No hacer nada]

// HASH_VALUE DEB4ABDC1AA586A7
// INDEX 5216
rpjob_c_dried_clay	[$integer$) Barro seco]

// HASH_VALUE 22B4ABDC97149699
// INDEX 5217
rpjob_c_dried_sap	[$integer$) Savia seca]

// HASH_VALUE 68F47B10EE659C53
// INDEX 5218
rpjob_c_dried_secretions	[$integer$) Secreciones secas]

// HASH_VALUE 25747B20D5047B16
// INDEX 5219
rpjob_c_dried_skin	[$integer$) Piel seca]

// HASH_VALUE 9F319715B6A9D8A2
// INDEX 5220
rpjob_c_drop_water	[$integer$) Gota de agua]

// HASH_VALUE D510692C68C86C8E
// INDEX 5221
rpjob_c_drum	[$integer$) Tambor]

// HASH_VALUE 5ED09290EE7A64B4
// INDEX 5222
rpjob_c_egg	[$integer$) Huevo]

// HASH_VALUE 1FB09B162C6857AE
// INDEX 5223
rpjob_c_essential_oils	[$integer$) Aceites esenciales]

// HASH_VALUE 667482DA08B5809F
// INDEX 5224
rpjob_c_everything	[$integer$) Todo]

// HASH_VALUE EE0901ABA9AB0900
// INDEX 5225
rpjob_c_fabric_and_ligament	[$integer$) Tela de fibra y ligament de Izam]

// HASH_VALUE BC59D8A174E0A5BC
// INDEX 5226
rpjob_c_fabric_and_mustache	[$integer$) Tela de fibra y bigote de Lumper]

// HASH_VALUE 51355F15EF989870
// INDEX 5227
rpjob_c_fagot_worked	[$integer$) Astillas talladas]

// HASH_VALUE E534C02FEBF4B43C
// INDEX 5228
rpjob_c_fairhaven_bar	[$integer$) Prohibición a Fairhaven]

// HASH_VALUE 5CD09290E8FA4C9C
// INDEX 5229
rpjob_c_fiber	[$integer$) Fibra]

// HASH_VALUE E8D083D098E97498
// INDEX 5230
rpjob_c_fiber_fabric	[$integer$) Tela de fibra]

// HASH_VALUE 6AE566C999D9A49F
// INDEX 5231
rpjob_c_finely	[$integer$) Tierra molida gruesa]

// HASH_VALUE 7F056F10ACE8AB61
// INDEX 5232
rpjob_c_fit	[$integer$) Ajustado]

// HASH_VALUE 25846B12E2146B19
// INDEX 5233
rpjob_c_flambe	[$integer$) Flambeado]

// HASH_VALUE 916CCF20ECA84454
// INDEX 5234
rpjob_c_fleshy	[$integer$) Carnoso]

// HASH_VALUE 5CD09290E8FAB4A2
// INDEX 5235
rpjob_c_flora	[$integer$) Flora]

// HASH_VALUE E0D09290EE98D4B4
// INDEX 5236
rpjob_c_foam	[$integer$) Musgo]

// HASH_VALUE A004D7389879BBBC
// INDEX 5237
rpjob_c_foam_dried_crushed	[$integer$) Musgo seco y aplastado]

// HASH_VALUE AA7A232A1736A418
// INDEX 5238
rpjob_c_force_arms	[$integer$) Con la fuerza de las armas]

// HASH_VALUE E4C68224897A6F93
// INDEX 5239
rpjob_c_from_yubo	[$integer$) De los yubos]

// HASH_VALUE 24B48F28479476AD
// INDEX 5240
rpjob_c_full_moon	[$integer$) Luna llena]

// HASH_VALUE A23437D65DC0C85D
// INDEX 5241
rpjob_c_goo	[$integer$) Goo]

// HASH_VALUE 6554CF0E2154970E
// INDEX 5242
rpjob_c_gourds	[$integer$) Calabazas]

// HASH_VALUE 901087AD1FC4E87C
// INDEX 5243
rpjob_c_great_dragon	[$integer$) Del Gran Dragón]

// HASH_VALUE 64D09290EA38CC94
// INDEX 5244
rpjob_c_green	[$integer$) Verde]

// HASH_VALUE E42587DAACB9D8A4
// INDEX 5245
rpjob_c_greenhouse_yrkanis	[$integer$) Conservatorio Yrkanis]

// HASH_VALUE 6AD0D38C6C19A094
// INDEX 5246
rpjob_c_green_black	[$integer$) Negro y verde]

// HASH_VALUE 1F96822AB69998B8
// INDEX 5247
rpjob_c_green_blue	[$integer$) Azul y verde]

// HASH_VALUE 6396822AB6C96CAD
// INDEX 5248
rpjob_c_green_red	[$integer$) Rojo y verde]

// HASH_VALUE 1F15871307DB379E
// INDEX 5249
rpjob_c_grossly	[$integer$) En rebanadas]

// HASH_VALUE A8859F1228548312
// INDEX 5250
rpjob_c_gum	[$integer$) Pegamento]

// HASH_VALUE 64B58FDC97144E9D
// INDEX 5251
rpjob_c_half_moon	[$integer$) Media luna]

// HASH_VALUE 13E46FD12589F8A4
// INDEX 5252
rpjob_c_hardens_sap	[$integer$) Savia endurecida]

// HASH_VALUE 230382DA0885789A
// INDEX 5253
rpjob_c_honey	[$integer$) Miel]

// HASH_VALUE D410691BCECAB08E
// INDEX 5254
rpjob_c_hoof	[$integer$) Pezuña]

// HASH_VALUE 901069292C499C91
// INDEX 5255
rpjob_c_horn	[$integer$) Cuerno]

// HASH_VALUE 916CDF1C692A1068
// INDEX 5256
rpjob_c_horns	[$integer$) Cuernos]

// HASH_VALUE E194BF239880E0AA
// INDEX 5257
rpjob_c_housing	[$integer$) Alojamiento]

// HASH_VALUE 1110691FECE9A88C
// INDEX 5258
rpjob_c_huge	[$integer$) Enorme]

// HASH_VALUE 6645EBF61CA87012
// INDEX 5259
rpjob_c_izam_ligament	[$integer$) Ligamento de Izam]

// HASH_VALUE EBCB1B9175E1E019
// INDEX 5260
rpjob_c_keep_highest_leaves	[$integer$) Mantener las hojas más altas]

// HASH_VALUE 06D1D55EAE16A983
// INDEX 5261
rpjob_c_keep_midheight_leaves	[$integer$) Mantener las hojas de mediana altura]

// HASH_VALUE 2774BF14E4659C53
// INDEX 5262
rpjob_c_kitin_secretion	[$integer$) Secreciones Kitin]

// HASH_VALUE 64E07B0DD454E45F
// INDEX 5263
rpjob_c_lakes	[$integer$) Agua de los Lagos]

// HASH_VALUE 0041CB1E188454B4
// INDEX 5264
rpjob_c_leaf_thick_amber	[$integer$) Hoja gruesa con ámbar]

// HASH_VALUE 9010692D6C499C91
// INDEX 5265
rpjob_c_leather	[$integer$) Cueros]

// HASH_VALUE 64A597219A945AB3
// INDEX 5266
rpjob_c_ligaments	[$integer$) Ligamentos]

// HASH_VALUE 6674CF162A406B1B
// INDEX 5267
rpjob_c_little	[$integer$) Una pizca]

// HASH_VALUE D374C31F69C6785C
// INDEX 5268
rpjob_c_little_more	[$integer$) Una pizca grande]

// HASH_VALUE 52359517B149986C
// INDEX 5269
rpjob_c_little_sponges	[$integer$) Esponjas pequeñas]

// HASH_VALUE 60D09290EE98CC8C
// INDEX 5270
rpjob_c_long	[$integer$) Largo]

// HASH_VALUE 9E806E0D991854A9
// INDEX 5271
rpjob_c_loop	[$integer$) Nodo de Madera]

// HASH_VALUE 0F555E1D6DEA2457
// INDEX 5272
rpjob_c_lumper_mustache	[$integer$) Bigote de Lumper]

// HASH_VALUE D0D09290D8C2BA2E
// INDEX 5273
rpjob_c_m20c	[$integer$) -20°C]

// HASH_VALUE 0E0182DA08F301B1
// INDEX 5274
rpjob_c_m5c	[$integer$) -5°C]

// HASH_VALUE DE2C930D5788949D
// INDEX 5275
rpjob_c_madakam_skin	[$integer$) Piel de Madakam]

// HASH_VALUE 2105833098645AAA
// INDEX 5276
rpjob_c_magnetize	[$integer$) Magnetizar]

// HASH_VALUE 4F80A3D7EBA6AC81
// INDEX 5277
rpjob_c_mcknor_broth	[$integer$) Caldo de McKnor]

// HASH_VALUE 9DEA8438EB5A40A4
// INDEX 5278
rpjob_c_mekoub_pack	[$integer$) Sobre un mektoub cargador]

// HASH_VALUE 131069296828A095
// INDEX 5279
rpjob_c_mincemeat	[$integer$) Molido]

// HASH_VALUE 11106929E829C091
// INDEX 5280
rpjob_c_mirror	[$integer$) Espejo]

// HASH_VALUE 80469B11ED275665
// INDEX 5281
rpjob_c_moderately	[$integer$) En cubos]

// HASH_VALUE E644961A682978C0
// INDEX 5282
rpjob_c_multicolored	[$integer$) Multicoloreado]

// HASH_VALUE D435872DEC24BC9D
// INDEX 5283
rpjob_c_national_reserves	[$integer$) Reservas nacionales]

// HASH_VALUE 63704E2E2A1A94DC
// INDEX 5284
rpjob_c_nectar_fruit	[$integer$) Néctar de fruta]

// HASH_VALUE 611382DA08D54891
// INDEX 5285
rpjob_c_nothing	[$integer$) Nada]

// HASH_VALUE E854B71F2774661C
// INDEX 5286
rpjob_c_no_cut	[$integer$) No cortar]

// HASH_VALUE 9A7E29260450BD89
// INDEX 5287
rpjob_c_on_back	[$integer$) En la parte posterior/espalda o lomo]

// HASH_VALUE 25D4ABC97270CC0B
// INDEX 5288
rpjob_c_open_petals	[$integer$) Abrir los pétalos]

// HASH_VALUE 945A64F76A5A90B5
// INDEX 5289
rpjob_c_outdoor_mektoub	[$integer$) Sobre montura de mektoub]

// HASH_VALUE 15E0971EAA3B9C57
// INDEX 5290
rpjob_c_painting	[$integer$) Pintura o cuadro]

// HASH_VALUE E705AB27A948A40E
// INDEX 5291
rpjob_c_parchment_fibrous	[$integer$) Pergamino fibroso]

// HASH_VALUE 26209FC9A9989258
// INDEX 5292
rpjob_c_paste_amber	[$integer$) Pegar con ámbar]

// HASH_VALUE 26209FC9A9989258
// INDEX 5293
rpjob_c_paste_resin	[$integer$) Pegar con ámbar]

// HASH_VALUE C2A6E03436DF69BE
// INDEX 5294
rpjob_c_paste_sap	[$integer$) Pegar con savia roja caliente]

// HASH_VALUE 26146BDAEC18C059
// INDEX 5295
rpjob_c_paste_secretions	[$integer$) Pegar con secreciones]

// HASH_VALUE D410692DECF9788E
// INDEX 5296
rpjob_c_pelvis	[$integer$) Pelvis]

// HASH_VALUE 541069296619BC9A
// INDEX 5297
rpjob_c_pink	[$integer$) Rosado]

// HASH_VALUE D41069296828B89E
// INDEX 5298
rpjob_c_polishing	[$integer$) Pulido]

// HASH_VALUE D694AFCB9AC4A4A7
// INDEX 5299
rpjob_c_pull_rope	[$integer$) Tirar de una cuerda]

// HASH_VALUE C44DCE93461EB202
// INDEX 5300
rpjob_c_punchest	[$integer$) No hay que andarse con rodeos]

// HASH_VALUE 6954731666D4AF22
// INDEX 5301
rpjob_c_purify	[$integer$) Purificar]

// HASH_VALUE E5D527CD2534AD0E
// INDEX 5302
rpjob_c_pyr_baths	[$integer$) Baños Pyr]

// HASH_VALUE 23806E0D5749DCAC
// INDEX 5303
rpjob_c_rainwater	[$integer$) Agua de lluvia]

// HASH_VALUE BF6728A4E5A4A490
// INDEX 5304
rpjob_c_ranger_reserve	[$integer$) Reserva del Guardabosques]

// HASH_VALUE 721C5788ACB1ECC9
// INDEX 5305
rpjob_c_raw_pigments	[$integer$) Pigmentos crudos o sin pulir]

// HASH_VALUE E55482DA08B598A5
// INDEX 5306
rpjob_c_red	[$integer$) Rojo]

// HASH_VALUE 6315822AB669A4A2
// INDEX 5307
rpjob_c_red_black	[$integer$) Rojo y negro]

// HASH_VALUE 556CDB0EA9985058
// INDEX 5308
rpjob_c_refine	[$integer$) Refinar]

// HASH_VALUE C3467325A758875C
// INDEX 5309
rpjob_c_reliefs	[$integer$) Relieves]

// HASH_VALUE 25ECAC8BEFB9C01F
// INDEX 5310
rpjob_c_remove_some_petals	[$integer$) Remover algunos pétalos]

// HASH_VALUE D66C971B2CF96465
// INDEX 5311
rpjob_c_rostrum	[$integer$) Tribuna]

// HASH_VALUE 0C10691BCE52B239
// INDEX 5312
rpjob_c_s1_170	[$integer$) 1/170a]

// HASH_VALUE 0C10691B0F52B239
// INDEX 5313
rpjob_c_s1_175	[$integer$) 1/175a]

// HASH_VALUE 0C10691B0F62B239
// INDEX 5314
rpjob_c_s1_180	[$integer$) 1/180a]

// HASH_VALUE 0C10691B9072B239
// INDEX 5315
rpjob_c_s1_195	[$integer$) 1/195a]

// HASH_VALUE 0C10691B0DF2B639
// INDEX 5316
rpjob_c_s1_200	[$integer$) 1/200a]

// HASH_VALUE 8F00BB2368CA5FA5
// INDEX 5317
rpjob_c_sap_trees	[$integer$) Arboles de savia]

// HASH_VALUE 956CCF212B198054
// INDEX 5318
rpjob_c_satchel	[$integer$) Saquito]

// HASH_VALUE 6265BB2125957320
// INDEX 5319
rpjob_c_sculpting	[$integer$) Escultura]

// HASH_VALUE 80F5AD18A907A76A
// INDEX 5320
rpjob_c_season	[$integer$) Estación]

// HASH_VALUE 116CCF1127D81859
// INDEX 5321
rpjob_c_sharpening	[$integer$) Afilado]
