bot name	translated name	sheet_name
tryker_citizen_f2_event	$gn_tryker_citizen_event$	
tryker_citizen_f3old_event	$gn_tryker_old_citizen_event$	
zorai_citizen_m1_event	$gn_zorai_citizen_event$	
zorai_citizen_m2_event	$gn_zorai_citizen_event$	
zorai_citizen_m3old_event	$gn_zorai_old_citizen_event$	
zorai_citizen_f1_event	$gn_zorai_citizen_event$	
zorai_citizen_f2_event	$gn_zorai_citizen_event$	
zorai_citizen_f3old_event	$gn_zorai_old_citizen_event$	
kami_preacher_forest_event	$gn_Kami_Preacher$	
kami_preacher_jungle_event	$gn_Kami_Preacher$	
kami_preacher_desert_event	$gn_Kami_Preacher$	
kami_preacher_prime_event	$gn_Kami_Preacher$	
encyclo_dummy_no_name	 	
convoi_escorte_01	$gn_r_09_19_convoi_escorte$	
convoi_escorte_02	$gn_r_09_19_convoi_escorte$	
convoi_escorte_03	$gn_r_09_19_convoi_escorte$	
convoi_escorte_04	$gn_r_09_19_convoi_escorte$	
convoi_foreur_01	$gn_r_09_19_convoi_foreur$	
convoi_foreur_02	$gn_r_09_19_convoi_foreur$	
convoi_foreur_03	$gn_r_09_19_convoi_foreur$	
convoi_foreur_04	$gn_r_09_19_convoi_foreur$	
debug_bestiole	$gn_debug_bestiole$	
debug_bestiole2	$gn_debug_bestiole2$	
assistant_escort_debug	$gn_assistant_escort_debug$	
debug_ai	$gn_debug_ai$	
garde_escort_debug	$gn_garde_escort_debug$	
debug_black_circle_bandit	$gn_debug_black_circle_bandit$	
debug_black_circle_bandit2	$gn_debug_black_circle_bandit2$	
test_debug_kill	$gn_test_debug_kill$	
test_debug_kill2	$gn_test_debug_kill2$	
r_05_15_gnoof_1	$gn_r_05_15_gnoof_1$	
r_07_05_bandit_01	$gn_r_07_05_bandit$	
r_07_05_bandit_02	$gn_r_07_05_bandit$	
r_07_05_bandit_03	$gn_r_07_05_bandit$	
r_07_05_bandit_04	$gn_r_07_05_bandit$	
r_07_05_bandit_05	$gn_r_07_05_bandit$	
r_07_05_bandit_06	$gn_r_07_05_bandit$	
r_07_05_bandit_07	$gn_r_07_05_bandit$	
r_07_05_bandit_08	$gn_r_07_05_bandit$	
r_07_05_bandit_09	$gn_r_07_05_bandit$	
r_07_05_bandit_10	$gn_r_07_05_bandit$	
r_07_05_bandit_11	$gn_r_07_05_bandit$	
r_07_05_bandit_12	$gn_r_07_05_bandit$	
r_07_05_bandit_13	$gn_r_07_05_bandit$	
r_07_05_bandit_14	$gn_r_07_05_bandit$	
r_07_05_chief	$gn_r_07_05_chief$	
r_05_24_izam	$gn_r_05_24_izam$	
r_05_39_peon_leader	$gn_r_05_39_peon_leader$	
r_05_39_peon_1	$gn_r_05_39_peon$	
r_05_39_peon_2	$gn_r_05_39_peon$	
r_05_39_peon_3	$gn_r_05_39_peon$	
r_05_39_peon_4	$gn_r_05_39_peon$	
r_05_41_foreuse_01	$gn_r_05_41_foreuse$	
r_05_41_foreuse_02	$gn_r_05_41_foreuse$	
r_05_41_foreuse_03	$gn_r_05_41_foreuse$	
r_05_39_big_varinx	$gn_r_05_39_big_varinx$	
r_03_38_bandit	$gn_r_03_38_bandit$	
r_03_38_bandit_chef	$gn_r_03_38_chef_bandit$	
r_12_18_marchand	$gn_r_12_18_marchand$	
r_12_18_marchand_02	$gn_r_12_18_marchand$	
r_12_18_bandit	$gn_r_12_18_bandit$	
r_12_18_bandit_chef	$gn_r_12_18_chef_bandit$	
r_12_04_marchand	$gn_r_12_04_marchand$	
client_bar_pyr_1	$gn_pyr_bar_client$	
client_static_bar_pyr_2	$gn_pyr_bar_client$	
serveuse_bar_pyr	$gn_pyr_bar_serveuse$	
garde_bar_pyr	$gn_pyr_bar_garde$	
kami_warrior_event	$gn_kami_warrior_event$	
kami_wizard_event	$gn_kami_wizard_event$	
karavan_trooper_event	$gn_karavan_trooper_event$	
karavan_engineer_event	$gn_karavan_engineer_event$	
karavan_medic_event	$gn_karavan_medic_event$	
karavan_assault_ship_event	$gn_karavan_assault_ship_event$	
forge_apprentice_pyr	$gn_forge_apprentice_pyr$	
bot_squad_melee_fighter	$gn_bot_squad_melee_fighter$	
bot_squad_range_fighter	$gn_bot_squad_range_fighter$	
bot_squad_artilleryman	$gn_bot_squad_artilleryman$	
bot_squad_defensive_affliction	$gn_bot_squad_defensive_affliction$	
bot_squad_healing_magic	$gn_bot_squad_healing_magic$	
bot_squad_offensive_affliction	$gn_bot_squad_offensive_affliction$	
bot_squad_elemental_magic	$gn_bot_squad_elemental_magic$	
bot_squad_melee_fighter_leader	$gn_bot_squad_melee_fighter_leader$	
bot_squad_range_fighter_leader	$gn_bot_squad_range_fighter_leader$	
bot_squad_artilleryman_leader	$gn_bot_squad_artilleryman_leader$	
bot_squad_defensive_affliction_leader	$gn_bot_squad_defensive_affliction_leader$	
bot_squad_healing_magic_leader	$gn_bot_squad_healing_magic_leader$	
bot_squad_offensive_affliction_leader	$gn_bot_squad_offensive_affliction_leader$	
bot_squad_elemental_magic_leader	$gn_bot_squad_elemental_magic_leader$	
dyron_guard	$gn_dyron_guard$	
fyros_kami_npc_t1_t2_storyteller	$gn_kami_representative_event$	
fyros_kami_npc_t2_t7_storyteller	$gn_kami_representative_event$	
fyros_kami_npc_t2_t7_fight	$gn_fyros_kamist_combatant_event$	
fyros_kami_npc_t2_t7_craft	$gn_fyros_kamist_crafter_event$	
fyros_kami_npc_t2_t7_harvest	$gn_fyros_kamist_gatherer_event$	
fyros_kami_npc_t2_t7_tp	$gn_Kami_Preacher$	
fyros_kami_npc_t7_t10_storyteller	$gn_kami_representative_event$	
fyros_kami_npc_t7_t10_fight	$gn_fyros_kamist_combatant_event$	
fyros_kami_npc_t7_t10_craft	$gn_fyros_kamist_crafter_event$	
fyros_kami_npc_t7_t10_harvest	$gn_fyros_kamist_gatherer_event$	
fyros_kami_npc_t7_t10_tp	$gn_Kami_Preacher$	
fyros_kami_npc_t10_t13_storyteller	$gn_kami_representative_event$	
fyros_kami_npc_t10_t13_fight	$gn_fyros_kamist_combatant_event$	
fyros_kami_npc_t10_t13_craft	$gn_fyros_kamist_crafter_event$	
fyros_kami_npc_t10_t13_harvest	$gn_fyros_kamist_gatherer_event$	
fyros_kami_npc_t10_t13_tp	$gn_Kami_Preacher$	
fyros_kami_npc_t24_preach_lord	$gn_kami_preacher_lord$	
fyros_kami_npc_t24_preach_master	$gn_kami_master$	
fyros_kami_npc_t25_high_preach	$gn_kami_high_preacher$	
fyros_kami_npc_t25_preach_master	$gn_kami_master$	
fyros_kami_npc_t17_bonze	Dymus	
fyros_kami_captain_ep2	$gn_kamist_captain_sanctuary$	
fyros_kami_guard_ep2	$gn_kamist_guard_sanctuary$	
fyros_island_kami_fureteur	$gn_kami_scout_event$	
fyros_island_kami_preacher_pyr	$gn_kami_preacher_pyr$	
fyros_island_kami_preacher_yrkanis	$gn_kami_preacher_yrkanis$	
fyros_island_kami_preacher_zora	$gn_kami_preacher_zora$	
fyros_island_kami_preacher_fairhaven	$gn_kami_preacher_fairhaven$	
fyros_island_kami_guard	$gn_kamist_guard_event$	
fyros_island_kami_lieutnant	$gn_kamist_sergeant_event$	
fyros_island_kami_captain	$gn_kamist_captain_event$	
fyros_island_kami_tower	$gn_kami_tower$	
matis_kami_npc_t1_t2_storyteller	$gn_kami_representative_event$	
matis_kami_npc_t2_t7_storyteller	$gn_kami_representative_event$	
matis_kami_npc_t2_t7_fight	$gn_matis_kamist_combatant_event$	
matis_kami_npc_t2_t7_craft	$gn_matis_kamist_crafter_event$	
matis_kami_npc_t2_t7_harvest	$gn_matis_kamist_gatherer_event$	
matis_kami_npc_t2_t7_tp	$gn_Kami_Preacher$	
matis_kami_npc_t7_t10_storyteller	$gn_kami_representative_event$	
matis_kami_npc_t7_t10_fight	$gn_matis_kamist_combatant_event$	
matis_kami_npc_t7_t10_craft	$gn_matis_kamist_crafter_event$	
matis_kami_npc_t7_t10_harvest	$gn_matis_kamist_gatherer_event$	
matis_kami_npc_t7_t10_tp	$gn_Kami_Preacher$	
matis_kami_npc_t10_t13_storyteller	$gn_kami_representative_event$	
matis_kami_npc_t10_t13_fight	$gn_matis_kamist_combatant_event$	
matis_kami_npc_t10_t13_craft	$gn_matis_kamist_crafter_event$	
matis_kami_npc_t10_t13_harvest	$gn_matis_kamist_gatherer_event$	
matis_kami_npc_t10_t13_tp	$gn_Kami_Preacher$	
matis_kami_npc_t24_preach_lord	$gn_kami_preacher_lord$	
matis_kami_npc_t24_preach_master	$gn_kami_master$	
matis_kami_npc_t25_high_preach	$gn_kami_high_preacher$	
matis_kami_npc_t25_preach_master	$gn_kami_master$	
matis_kami_npc_t17_bonze	Siero	
matis_kami_captain_ep2	$gn_kamist_captain_sanctuary$	
matis_kami_guard_ep2	$gn_kamist_guard_sanctuary$	
matis_island_kami_fureteur	$gn_kami_scout_event$	
matis_island_kami_preacher_pyr	$gn_kami_preacher_pyr$	
matis_island_kami_preacher_yrkanis	$gn_kami_preacher_yrkanis$	
matis_island_kami_preacher_zora	$gn_kami_preacher_zora$	
matis_island_kami_preacher_fairhaven	$gn_kami_preacher_fairhaven$	
matis_island_kami_guard	$gn_kamist_guard_event$	
matis_island_kami_lieutnant	$gn_kamist_sergeant_event$	
matis_island_kami_captain	$gn_kamist_captain_event$	
matis_island_kami_tower	$gn_kami_tower$	
tryker_kami_npc_t1_t2_storyteller	$gn_kami_representative_event$	
tryker_kami_npc_t2_t7_storyteller	$gn_kami_representative_event$	
tryker_kami_npc_t2_t7_fight	$gn_tryker_kamist_combatant_event$	
tryker_kami_npc_t2_t7_craft	$gn_tryker_kamist_crafter_event$	
tryker_kami_npc_t2_t7_harvest	$gn_tryker_kamist_gatherer_event$	
tryker_kami_npc_t2_t7_tp	$gn_Kami_Preacher$	
tryker_kami_npc_t7_t10_storyteller	$gn_kami_representative_event$	
tryker_kami_npc_t7_t10_fight	$gn_tryker_kamist_combatant_event$	
tryker_kami_npc_t7_t10_craft	$gn_tryker_kamist_crafter_event$	
tryker_kami_npc_t7_t10_harvest	$gn_tryker_kamist_gatherer_event$	
tryker_kami_npc_t7_t10_tp	$gn_Kami_Preacher$	
tryker_kami_npc_t10_t13_storyteller	$gn_kami_representative_event$	
tryker_kami_npc_t10_t13_fight	$gn_tryker_kamist_combatant_event$	
tryker_kami_npc_t10_t13_craft	$gn_tryker_kamist_crafter_event$	
tryker_kami_npc_t10_t13_harvest	$gn_tryker_kamist_gatherer_event$	
tryker_kami_npc_t10_t13_tp	$gn_Kami_Preacher$	
tryker_kami_npc_t25_preach_lord	$gn_kami_preacher_lord$	
tryker_kami_npc_t25_high_preach	$gn_kami_high_preacher$	
tryker_kami_npc_t25_preach_master	$gn_kami_master$	
tryker_kami_npc_t17_bonze	Effer	
tryker_kami_captain_ep2	$gn_kamist_captain_sanctuary$	
tryker_kami_guard_ep2	$gn_kamist_guard_sanctuary$	
tryker_island_kami_fureteur	$gn_kami_scout_event$	
tryker_island_kami_preacher_pyr	$gn_kami_preacher_pyr$	
tryker_island_kami_preacher_yrkanis	$gn_kami_preacher_yrkanis$	
tryker_island_kami_preacher_zora	$gn_kami_preacher_zora$	
tryker_island_kami_preacher_fairhaven	$gn_kami_preacher_fairhaven$	
tryker_island_kami_guard	$gn_kamist_guard_event$	
tryker_island_kami_lieutnant	$gn_kamist_sergeant_event$	
tryker_island_kami_captain	$gn_kamist_captain_event$	
tryker_island_kami_tower	$gn_kami_tower$	
zorai_kami_npc_t1_t2_storyteller	$gn_kami_representative_event$	
zorai_kami_npc_t2_t7_storyteller	$gn_kami_representative_event$	
zorai_kami_npc_t2_t7_fight	$gn_zorai_kamist_combatant_event$	
zorai_kami_npc_t2_t7_craft	$gn_zorai_kamist_crafter_event$	
zorai_kami_npc_t2_t7_harvest	$gn_zorai_kamist_gatherer_event$	
zorai_kami_npc_t2_t7_tp	$gn_Kami_Preacher$	
zorai_kami_npc_t7_t10_storyteller	$gn_kami_representative_event$	
zorai_kami_npc_t7_t10_fight	$gn_zorai_kamist_combatant_event$	
zorai_kami_npc_t7_t10_craft	$gn_zorai_kamist_crafter_event$	
zorai_kami_npc_t7_t10_harvest	$gn_zorai_kamist_gatherer_event$	
zorai_kami_npc_t7_t10_tp	$gn_Kami_Preacher$	
zorai_kami_npc_t10_t13_storyteller	$gn_kami_representative_event$	
zorai_kami_npc_t10_t13_fight	$gn_zorai_kamist_combatant_event$	
zorai_kami_npc_t10_t13_craft	$gn_zorai_kamist_crafter_event$	
zorai_kami_npc_t10_t13_harvest	$gn_zorai_kamist_gatherer_event$	
zorai_kami_npc_t10_t13_tp	$gn_Kami_Preacher$	
zorai_kami_npc_t24_preach_lord	$gn_kami_preacher_lord$	
zorai_kami_npc_t24_preach_master	$gn_kami_master$	
zorai_kami_npc_t25_high_preach	$gn_kami_high_preacher$	
zorai_kami_npc_t25_preach_master	$gn_kami_master$	
zorai_kami_npc_t17_bonze	Chaoi	
zorai_kami_captain_ep2	$gn_kamist_captain_sanctuary$	
zorai_kami_guard_ep2	$gn_kamist_guard_sanctuary$	
fyros_karavan_npc_t1_t2_storyteller	$gn_karavan_representative_event$	
fyros_karavan_npc_t2_t7_storyteller	$gn_karavan_representative_event$	
fyros_karavan_npc_t2_t7_fight	$gn_fyros_karavaneer_combatant_event$	
fyros_karavan_npc_t2_t7_craft	$gn_fyros_karavaneer_crafter_event$	
fyros_karavan_npc_t2_t7_harvest	$gn_fyros_karavaneer_gatherer_event$	
fyros_karavan_npc_t2_t7_tp	$gn_Karavan_Teleporter$	
fyros_karavan_npc_t7_t10_storyteller	$gn_karavan_representative_event$	
fyros_karavan_npc_t7_t10_fight	$gn_fyros_karavaneer_combatant_event$	
fyros_karavan_npc_t7_t10_craft	$gn_fyros_karavaneer_crafter_event$	
fyros_karavan_npc_t7_t10_harvest	$gn_fyros_karavaneer_gatherer_event$	
fyros_karavan_npc_t7_t10_tp	$gn_Karavan_Teleporter$	
fyros_karavan_npc_t10_t13_storyteller	$gn_karavan_representative_event$	
fyros_karavan_npc_t10_t13_fight	$gn_fyros_karavaneer_combatant_event$	
fyros_karavan_npc_t10_t13_craft	$gn_fyros_karavaneer_crafter_event$	
fyros_karavan_npc_t10_t13_harvest	$gn_fyros_karavaneer_gatherer_event$	
fyros_karavan_npc_t10_t13_tp	$gn_Karavan_Teleporter$	
fyros_karavan_npc_t22_haut_guide	$gn_karavan_high_guide$	
fyros_karavan_npc_t22_officier	$gn_karavan_officer$	
fyros_karavan_npc_t23_guide	$gn_karavan_guide$	
fyros_karavan_npc_t23_officier	$gn_karavan_officer$	
fyros_karavan_npc_t18_pretre_jena	Xyla	
fyros_karavan_guard_ep2	$gn_karavaneer_guard_sanctuary$	
fyros_karavan_captain_ep2	$gn_karavaneer_captain_sanctuary$	
fyros_island_karavan_eclaireur	$gn_karavan_scout_event$	
fyros_island_karavan_teleporteur_pyr	$gn_karavan_teleporteur_pyr$	
fyros_island_karavan_teleporteur_yrkanis	$gn_karavan_teleporteur_yrkanis$	
fyros_island_karavan_teleporteur_fairhaven	$gn_karavan_teleporteur_fairhaven$	
fyros_island_karavan_teleporteur_zora	$gn_karavan_teleporteur_zora$	
fyros_island_karavan_guard	$gn_karavaneer_guard_event$	
fyros_island_karavan_lieutnant	$gn_karavaneer_sergeant_event$	
fyros_island_karavan_captain	$gn_karavaneer_captain_event$	
fyros_island_karavan_tower	$gn_karavan_tower$	
matis_karavan_npc_t1_t2_storyteller	$gn_karavan_representative_event$	
matis_karavan_npc_t2_t7_storyteller	$gn_karavan_representative_event$	
matis_karavan_npc_t2_t7_fight	$gn_matis_karavaneer_combatant_event$	
matis_karavan_npc_t2_t7_craft	$gn_matis_karavaneer_crafter_event$	
matis_karavan_npc_t2_t7_harvest	$gn_matis_karavaneer_gatherer_event$	
matis_karavan_npc_t2_t7_tp	$gn_Karavan_Teleporter$	
matis_karavan_npc_t7_t10_storyteller	$gn_karavan_representative_event$	
matis_karavan_npc_t7_t10_fight	$gn_matis_karavaneer_combatant_event$	
matis_karavan_npc_t7_t10_craft	$gn_matis_karavaneer_crafter_event$	
matis_karavan_npc_t7_t10_harvest	$gn_matis_karavaneer_gatherer_event$	
matis_karavan_npc_t7_t10_tp	$gn_Karavan_Teleporter$	
matis_karavan_npc_t10_t13_storyteller	$gn_karavan_representative_event$	
matis_karavan_npc_t10_t13_fight	$gn_matis_karavaneer_combatant_event$	
matis_karavan_npc_t10_t13_craft	$gn_matis_karavaneer_crafter_event$	
matis_karavan_npc_t10_t13_harvest	$gn_matis_karavaneer_gatherer_event$	
matis_karavan_npc_t10_t13_tp	$gn_Karavan_Teleporter$	
matis_karavan_npc_t22_haut_guide	$gn_karavan_high_guide$	
matis_karavan_npc_t22_officier	$gn_karavan_officer$	
matis_karavan_npc_t23_guide	$gn_karavan_guide$	
matis_karavan_npc_t23_officier	$gn_karavan_officer$	
matis_karavan_npc_t20_pretre_jena	Viccia	
matis_karavan_captain_ep2	$gn_karavaneer_captain_sanctuary$	
matis_karavan_guard_ep2	$gn_karavaneer_guard_sanctuary$	
matis_island_karavan_eclaireur	$gn_karavan_scout_event$	
matis_island_karavan_teleporteur_pyr	$gn_karavan_teleporteur_pyr$	
matis_island_karavan_teleporteur_yrkanis	$gn_karavan_teleporteur_yrkanis$	
matis_island_karavan_teleporteur_fairhaven	$gn_karavan_teleporteur_fairhaven$	
matis_island_karavan_teleporteur_zora	$gn_karavan_teleporteur_zora$	
matis_island_karavan_guard	$gn_karavaneer_guard_event$	
matis_island_karavan_lieutnant	$gn_karavaneer_sergeant_event$	
matis_island_karavan_captain	$gn_karavaneer_captain_event$	
matis_island_karavan_tower	$gn_karavan_tower$	
tryker_karavan_npc_t1_t2_storyteller	$gn_karavan_representative_event$	
tryker_karavan_npc_t2_t7_storyteller	$gn_karavan_representative_event$	
tryker_karavan_npc_t2_t7_fight	$gn_tryker_karavaneer_combatant_event$	
tryker_karavan_npc_t2_t7_craft	$gn_tryker_karavaneer_crafter_event$	
tryker_karavan_npc_t2_t7_harvest	$gn_tryker_karavaneer_gatherer_event$	
tryker_karavan_npc_t2_t7_tp	$gn_Karavan_Teleporter$	
tryker_karavan_npc_t7_t10_storyteller	$gn_karavan_representative_event$	
tryker_karavan_npc_t7_t10_fight	$gn_tryker_karavaneer_combatant_event$	
tryker_karavan_npc_t7_t10_craft	$gn_tryker_karavaneer_crafter_event$	
tryker_karavan_npc_t7_t10_harvest	$gn_tryker_karavaneer_gatherer_event$	
tryker_karavan_npc_t7_t10_tp	$gn_Karavan_Teleporter$	
tryker_karavan_npc_t10_t13_storyteller	$gn_karavan_representative_event$	
tryker_karavan_npc_t10_t13_fight	$gn_tryker_karavaneer_combatant_event$	
tryker_karavan_npc_t10_t13_craft	$gn_tryker_karavaneer_crafter_event$	
tryker_karavan_npc_t10_t13_harvest	$gn_tryker_karavaneer_gatherer_event$	
tryker_karavan_npc_t10_t13_tp	$gn_Karavan_Teleporter$	
tryker_karavan_npc_t22_haut_guide	$gn_karavan_high_guide$	
tryker_karavan_npc_t22_officier	$gn_karavan_officer$	
tryker_karavan_npc_t23_guide	$gn_karavan_guide$	
tryker_karavan_npc_t23_officier	$gn_karavan_officer$	
tryker_karavan_npc_t21_pretre_jena	Jidgen	
tryker_karavan_captain_ep2	$gn_karavaneer_captain_sanctuary$	
tryker_karavan_guard_ep2	$gn_karavaneer_guard_sanctuary$	
tryker_island_karavan_eclaireur	$gn_karavan_scout_event$	
tryker_island_karavan_teleporteur_pyr	$gn_karavan_teleporteur_pyr$	
tryker_island_karavan_teleporteur_yrkanis	$gn_karavan_teleporteur_yrkanis$	
tryker_island_karavan_teleporteur_fairhaven	$gn_karavan_teleporteur_fairhaven$	
tryker_island_karavan_teleporteur_zora	$gn_karavan_teleporteur_zora$	
tryker_island_karavan_guard	$gn_karavaneer_guard_event$	
tryker_island_karavan_lieutnant	$gn_karavaneer_sergeant_event$	
tryker_island_karavan_captain	$gn_karavaneer_captain_event$	
tryker_island_karavan_tower	$gn_karavan_tower$	
zorai_karavan_npc_t1_t2_storyteller	$gn_karavan_representative_event$	
zorai_karavan_npc_t2_t7_storyteller	$gn_karavan_representative_event$	
zorai_karavan_npc_t2_t7_fight	$gn_zorai_karavaneer_combatant_event$	
zorai_karavan_npc_t2_t7_craft	$gn_zorai_karavaneer_crafter_event$	
zorai_karavan_npc_t2_t7_harvest	$gn_zorai_karavaneer_gatherer_event$	
zorai_karavan_npc_t2_t7_tp	$gn_Karavan_Teleporter$	
zorai_karavan_npc_t7_t10_storyteller	$gn_karavan_representative_event$	
zorai_karavan_npc_t7_t10_fight	$gn_zorai_karavaneer_combatant_event$	
zorai_karavan_npc_t7_t10_craft	$gn_zorai_karavaneer_crafter_event$	
zorai_karavan_npc_t7_t10_harvest	$gn_zorai_karavaneer_gatherer_event$	
zorai_karavan_npc_t7_t10_tp	$gn_Karavan_Teleporter$	
zorai_karavan_npc_t10_t13_storyteller	$gn_karavan_representative_event$	
zorai_karavan_npc_t10_t13_fight	$gn_zorai_karavaneer_combatant_event$	
zorai_karavan_npc_t10_t13_craft	$gn_zorai_karavaneer_crafter_event$	
zorai_karavan_npc_t10_t13_harvest	$gn_zorai_karavaneer_gatherer_event$	
zorai_karavan_npc_t10_t13_tp	$gn_Karavan_Teleporter$	
zorai_karavan_npc_t22_haut_guide	$gn_karavan_high_guide$	
zorai_karavan_npc_t22_officier	$gn_karavan_officer$	
zorai_karavan_npc_t23_guide	$gn_karavan_guide$	
zorai_karavan_npc_t23_officier	$gn_karavan_officer$	
zorai_karavan_npc_t18_pretre_jena	Hiang	
zorai_karavan_captain_ep2	$gn_karavaneer_captain_sanctuary$	
zorai_karavan_guard_ep2	$gn_karavaneer_guard_sanctuary$	
obj_kami_altar	$gn_kami_altar$	
obj_karavan_altar	$gn_karavan_altar$	
fyros_kami_bot_t2_hof	$gn_kami_hof$	
fyros_kami_bot_t14_frise	$gn_kami_frise$	
fyros_karavan_bot_t2_hof	$gn_karavan_hof$	
fyros_karavan_bot_t18_frise	$gn_karavan_frise$	
matis_kami_bot_t2_hof	$gn_kami_hof$	
matis_kami_bot_t16_frise	$gn_kami_frise$	
matis_karavan_bot_t2_hof	$gn_karavan_hof$	
matis_karavan_bot_t20_frise	$gn_karavan_frise$	
tryker_kami_bot_t2_hof	$gn_kami_hof$	
tryker_kami_bot_t17_frise	$gn_kami_frise$	
tryker_karavan_bot_t2_hof	$gn_karavan_hof$	
tryker_karavan_bot_t21_frise	$gn_karavan_frise$	
zorai_kami_bot_t2_hof	$gn_kami_hof$	
zorai_kami_bot_t15_frise	$gn_kami_frise$	
zorai_karavan_bot_t2_hof	$gn_karavan_hof$	
zorai_karavan_bot_t19_frise	$gn_karavan_frise$	
psykopla_ally	$gn_psykopla_ally$	
cratcha_ally	$gn_cratcha_ally$	
matis_kami_npc_t13_t26_tp	$gn_Kami_Preacher$	
matis_karavan_npc_t13_t26_tp	$gn_Karavan_Teleporter$	
tryker_kami_npc_t13_t26_tp	$gn_Kami_Preacher$	
tryker_karavan_npc_t13_t26_tp	$gn_Karavan_Teleporter$	
